,descripcion,nombre,precio,puntuacion,ubicacion,barrio,lat,long,punto,Aparcamiento privado de pago cerca,Internet de alta velocidad gratuito (wifi),Jacuzzi,Bar/salón,Actividades para niños (acondicionado para familias / niños),Servicio de taxi,Centro de negocios con acceso a Internet,Salas de reuniones,Albornoces,Aire acondicionado,Mesa de escritorio,Servicio de limpieza,Servicio de habitaciones,Cafetera/tetera,Televisor de pantalla plana,Bañera/ducha,Aparcamiento público de pago cerca,Gimnasio / Sala de entrenamiento,Envoltura corporal,Cortinas opacas,Minibar,TV por cable o satélite,Camas extragrandes,Ducha a ras de suelo,Piscina,Transporte desde/al aeropuerto,Terraza en el ático,Vigilancia 24 horas,Balcón privado,Frigorífico,Aparcamiento privado de pago dentro del recinto,Alquiler de coches,Instalaciones para conferencias,Habitación hipoalergénica,Suite nupcial,Espacio para guardar el equipaje,Conserje,Recepción 24 horas,Lavado en seco,Caja fuerte,Secador de pelo,Aparcamiento en la calle,Cafetería,Teléfono,Artículos de aseo gratuitos de cortesía,Guardería,Sofá cama,Bañera de hidromasaje,Punto de recarga de vehículos eléctricos,Alquiler de bicicletas,Pub/DJ,Se admiten mascotas,Servicio de aparcacoches,Desayuno gratuito,Desayuno disponible,Registro de entrada 24 horas,Tronas disponibles,Carritos de bebé,Canales de televisión infantiles,Piscina en la azotea,Zona para tomar el sol,Terraza-solario,Sofá,Aparcamiento,Masaje,Equipamiento para sala VIP,Películas bajo demanda,Cocina americana,Microondas,Consola de videojuegos,Transporte gratuito desde/al aeropuerto,Animación nocturna,Garaje,Wifi,Autoservicio de lavandería,Internet gratuito,Hotel de no fumadores,Armario,Perchero para la ropa,Servicio de lavandería,Chimenea,Billares,Dardos,Registro de entrada y salida exprés,Piscina de poca profundidad,Piscina exterior,Máquina expendedora,Estancia gratuita para niños,Salón de belleza,Solario,Sala de banquetes,Bicicletas disponibles,Wifi pública,Bidé,Café instantáneo de cortesía,Desayuno bufé,Servicio despertador/reloj con alarma,Wifi de pago,Servicio de planchado,Aparcamiento público de pago dentro del recinto,Cocina compartida,Clases de yoga,Sala de juegos,Sauna,Hervidor eléctrico,Karaoke,Baños privados,Secadora,Plancha,Balneario,Caja fuerte para portátiles,Piscina infinita,Restaurante,Casino y juegos de azar,Comedor,Prensa,Visitas guiadas a pie,Horno,Bar junto a la piscina,Zona de asientos,Comedor independiente,Agua embotellada,Aparcamiento gratuito,Lavadora,Servicio de traslado en autobús,Unnamed: 135,Personal de animación,Patio,Vestuarios en gimnasio o balneario,Tratamientos faciales,Zona infantil,Internet,Purificador de aire,Aparcamiento privado gratuito cerca,Servicio de lustrado de zapatos,Servicio de desayuno en la habitación,Salón compartido/sala de televisión,Piscina con vistas,Solo para adultos,Kit de primeros auxilios,Baño adicional,Juegos de mesa/puzles,Registro privado de entrada y salida,Té de cortesía,Libros, DVD y música para niños,Cambio de divisas,Zona infantil de juegos cubierta,Puerto para iPod,Piscina climatizada,Rutas en bicicleta,Baño compartido,Bar de tapas,Paraguas,Servicios gratuitos de traslado en autobús o taxi,Senderismo,Pista de tenis,Bar en la azotea,Lavavajillas,Masaje de cuerpo entero,Campo de golf,Tiendas,Suelo de baldosas o mármol,Fotocopiadora/fax en el centro de negocios,Hammam (baño turco),Aparcamiento vigilado,Mobiliario exterior,Aparcamiento público gratuito cerca,Instalaciones para hacer barbacoas,Sala de estar independiente,Utensilios de cocina,Piscina vallada,Internet de pago,Radio,Habitaciones de no fumadores,Suites,Habitaciones insonorizadas,Vistas a la ciudad,Habitaciones para familias,Habitaciones interconectadas disponibles,Vistas a sitios de interés turístico,Habitaciones para fumadores disponibles,Vistas a la montaña,Unnamed: 193,Vistas a la piscina
164,"El Hostal San Lorenzo es un establecimiento de tres estrellas, moderno, recién reformado, funcional, acogedor y con un servicio joven, resolutivo y siempre dispuesto a ayudarte. El hostal está situado en pleno centro de Madrid, en un edificio histórico en la calle Clavel Nº 8, a escasos metros de la Gran Vía, la calle principal y más céntrica de Madrid. Su ubicación lo convierte en un alojamiento único en el barrio de Chueca, desde donde puedes recorrer a pie la ciudad y disfrutar de su mejor ambiente: restaurantes, cafeterías, tiendas, lugares de ocio, cines, teatros… Elige una de nuestras modernas habitaciones, todas con baño privado, distribuidas en cuatro plantas y presume de alojamiento en Madrid centro con la mejor calidad precio. También, disponemos de habitaciones adaptadas para personas con movilidad reducida.",Hostal San Lorenzo,84,3.5,"Calle Clavel, 8, 28004, Madrid",Barrio no encontrado,40.33849475,-3.869086113175164,POINT (-3.869086113175164 40.33849475),0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
165,"Muy bien, esta cerca de La Puerta del Sol y puedes ir caminando a los sitios principales. La habitacion limpia y nos toco habitacion interior por lo que no se escuchaban ruidos de la calle, aunque si de otras habitaciones pero esto no esta de la mano del hostal sino de los propios huespedes. Las camas comodas, limpias. INncluido desayuno, lo justo para comenzar el dia, como sugerencia añadiria algo de fruta natural y algo mas de embutido. En general todo bien y sin duda volvera. Personal amable",Hostal Abadia Madrid,118,4.0,"Calle de Luis Vélez de Guevara, 2, 28012, Madrid",Embajadores,40.413544,-3.7024269,POINT (-3.7024269 40.413544),1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
166,"Si buscas un hotel de moda en Madrid, no te pierdas AC Hotel Atocha.
Durante su estancia en Hotel Ac Atocha, los huéspedes pueden visitar Plaza de Santa Ana (1,5 km) y Sobrino de Botín (1,9 km), que son algunas de las principales atracciones de Madrid.
Hotel Ac Atocha es un hotel de moda con televisor de pantalla plana, aire acondicionado y minibar en las habitaciones, y es fácil permanecer conectado durante la estancia, ya que ofrece wifi gratuito para los huéspedes.",AC Hotel by Marriott Atocha,153,4.0,"Calle Delicias, 42, 28045, Madrid",Palos de Moguer,40.40371885,-3.690026313634444,POINT (-3.690026313634444 40.40371885),0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
167,"El Aparthotel Serrano Recoletos es un complejo de estudios y apartamentos ubicado en pleno Barrio Salamanca, en la vecindad con las principales tiendas de la zona más exclusiva de Madrid, cerca de la Biblioteca Nacional y el Museo Arqueológico Nacional, con numerosas comunicaciones en tren (estación de Recoletos) metro (estaciones de Serrano y Colón) y paradas de autobuses en las inmediaciones. Todos los estudios disponen de pequeña cocina equipada con frigorífico y baño completo. Los apartamentos disponen de un dormitorio, salón comedor, cocina equipada con frigorífico y baño completo. Disponemos también de apartamentos con capacidad hasta 6 personas. Bajo petición disponemos de menaje, cafetera Dolce Gusto, tostador,.. Conexión gratuita a internet de alta velocidad.",Aparthotel Serrano Recoletos,110,3.5,"Calle de Villanueva, 2, 28001, Madrid",Recoletos,40.4227772,-3.6897814,POINT (-3.6897814 40.4227772),0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
168,"Este establecimiento se encuentra justo en la Plaza de Santa Ana y dispone de conexión Wi-Fi gratuita y habitaciones prácticas con baño privado y TV de plasma. La Puerta del Sol está a sólo 300 metros. Todas las habitaciones del Hostal Prado presentan una decoración sencilla y moderna. Además, disponen de suelo de baldosa, aire acondicionado, calefacción y caja fuerte. Las calles de los alrededores del Hostal Prado cuentan con una gran variedad de bares y restaurantes. Además, el barrio de La Latina se encuentra a sólo 10 minutos a pie y es muy conocido por sus bares de tapas. El Hostal Prado también se encuentra a menos de 15 minutos a pie de los Museos del Prado y del Reina Sofía y del parque del Retiro. La estación cercana de Puerta del Sol ofrece servicios de metro y trenes de cercanías.",Hostal Prado,77,4.0,"Calle de Núñez de Arce, 15, 28012, Madrid",Cortes,40.4151459,-3.7012718,POINT (-3.7012718 40.4151459),0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
169,"Bienvenido a AHM Aparthotel Marcenado, tu segundo hogar en Madrid. AHM Aparthotel Marcenado tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Como está cerca de la mayoría de los puntos de referencia de Madrid, como Parque del Retiro (3,6 km) y Gran Vía (4,0 km), AHM Aparthotel Marcenado es un fantástico destino para turistas.",Hotel uVe Marcenado,74,4.5,"Calle de Marcenado, 9, 28002, Madrid",Ciudad Jardín,40.4456843,-3.6729095,POINT (-3.6729095 40.4456843),0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
170,"En el corazón de la ciudad y sin necesidad de utilizar transporte, visite los más bellos y emblemáticos lugares del viejo y entrañable Madrid.
Disfrute de una espectacular ubicación en plena Puerta del Sol, centro tradicional de la capital de España desde el siglo XVIII, a mitad de camino entre el Palacio Real y el Museo del Prado
Hospedarse en el centro de Madrid por poco dinero está a su alcance con todo tipo de comodidades: baño completo, wi-fi gratuito en todas las instalaciones, recepción 24 horas, punto de información turística, servicio despertador, fax, consigna de equipajes, snacks y bebidas durante todo el día, traslados al aeropuerto, etcétera.",Hostal Marlasca,67,3.5,"Calle de la Cruz, 14, 28012, Madrid",Cortes,40.4155323,-3.7018872,POINT (-3.7018872 40.4155323),0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
171,"Soy ciudadano de Ucrania. Hoy a las 14:00 horas llegamos mi amigo y yo al hotel Hostal Los Alpes, donde en recepción nos robaron 500 euros del pasaporte, en un solo billete, era el último dinero. Antes de llegar al hotel, en el ascensor del hotel (2 minutos antes del check-in en recepción), pusimos un billete de 500 euros en ese pasaporte, que no tenía reserva de hotel, pero también pidieron facilitarlo, y después de que nos registramos en la habitación, después de 40 minutos, descubrimos la pérdida de dinero del pasaporte. ¡Fue un shock! Cuando se les pidió que devolvieran el dinero, nos dijeron que no vieron el dinero, no lo tomaron, y cuando se les pidió que vieran la grabación de la cámara de video, respondieron con una negativa categórica. Además, la mujer de la…",Hostal Los Alpes,50,4.0,"Calle de Fuencarral, 17, 28004, Madrid",Sol,40.4212048,-3.7013896,POINT (-3.7013896 40.4212048),0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
172,"Reservé una habitación y al finalizar la reserva me percate que había cambiado la fecha. Enseguida quise ponerme en contacto con ellos. Tarea casi de James Bond. No responden al teléfono y si es más de las 17h tampoco responden al wassap. Como la reserva fue hecha a través de una plataforma (hoteles.com) se han lavado las manos en todo momento. Ni han devuelto el dinero a la plataforma, ni me han querido realizar un bono. Lo dicho unos impresentables. Pan para hoy hambre para mañana....Hasta nunca.",Cielo Madrid Studios,63,4.0,"Calle Matilde Hernández, 40, 28019, Madrid.",San Isidro,40.393077,-3.7331055,POINT (-3.7331055 40.393077),0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
173,"El Hotel Petit Palace Plaza Mayor es un hotel boutique 4*, situado frente a la Plaza Mayor de Madrid. Su diseño es ideal para quienes quieren conocer el auténtico Madrid y su inigualable ambiente, historia y gastronomía, en pleno centro y a 200m de la parada de metro ""Ópera"".
Este hotel único, en plena Plaza Mayor y con todos los servicios imaginables: iPad bajo disponibilidad & wifi gratis, desayuno buffet completo, regalos para los niños… cuenta además con duchas de hidromasaje, televisiones LCD... en todas sus modernas habitaciones. Así como alquiler de bicicletas para nuestros clientes",Petit Palace Plaza Mayor,137,4.0,"Calle Mayor, 46, 28013, Madrid",Palacio,40.4160316,-3.709129581879498,POINT (-3.709129581879498 40.4160316),0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
174,"Bienvenido a Intur Palacio San Martín, tu segundo hogar en Madrid. Intur Palacio San Martín tiene como objetivo conseguir que tu visita sea lo más relajante y agradable posible, razón por la que tantos huéspedes siguen volviendo año tras año.
Los puntos de referencia que hay por los alrededores, como Plaza Mayor (0,4 km) y Sobrino de Botín (0,5 km) hacen de Hotel Intur Palacio San Martin un magnífico sitio donde alojarse en Madrid.
Intur Palacio San Martin es un hotel romántico con televisor de pantalla plana, minibar y aire acondicionado en las habitaciones, y es fácil permanecer conectado durante la estancia, ya que ofrece wifi gratuito para los huéspedes.",Intur Palacio San Martín,132,4.5,"Plaza de San Martín, 5, 28013, Madrid",Sol,40.4186548,-3.7066997,POINT (-3.7066997 40.4186548),0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
175,"Bienvenido al hotel Petit Palace Alcalá Torre!!
El hotel se encuentra situado en el corazón del centro de Madrid, al principio de la famosa calle Alcalá, entre la calle Gran Vía y la Puerta del Sol
Este destacado edificio es una réplica del famoso rascacielos encontrado en Chicago y tiene un total de 12 plantas, con unas preciosas vistas de Madrid que empiezan a impresionar desde la quinta planta.
Sus 59 modernas habitaciones están equipadas con las últimas innovaciones tecnológicas, como pueden ser las duchas – hidromasajes, y conexión gratuita de Wifi Premium.",Petit Palace Alcala,140,4.0,"Calle de la Virgen de los Peligros, 2, 28013, Madrid",Sol,40.418353,-3.6993456,POINT (-3.6993456 40.418353),0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
176,"Si buscas un hotel tranquilo en Madrid, no te pierdas Room Mate Mario.
Los puntos de referencia que hay por los alrededores, como Sobrino de Botín (0,5 km) y La Latina (0,7 km) hacen de Room Mate Mario un magnífico sitio donde alojarse en Madrid.
Disfrutarás de agradables habitaciones que incluyen televisor de pantalla plana, aire acondicionado y minibar, y podrás estar conectado durante tu estancia, ya que Room Mate Mario Hotel ofrece wifi gratuito a los huéspedes.",Room Mate Mario,108,4.5,"Calle Campomanes, 4, 28013, Madrid",Barrio no encontrado,40.4362499,-3.8178833,POINT (-3.8178833 40.4362499),0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
177,"Inaugurado en enero de 2009, el hotel de cuatro estrellas NH Madrid Las Tablas se encuentra en una de las áreas más prestigiosas de Madrid. ¡Acceso libre al SPA para clientes del hotel!",NH Madrid Las Tablas,87,4.0,"Avenida de Burgos, 131, 28050, Madrid",Valverde,40.49840385,-3.664845306373983,POINT (-3.664845306373983 40.49840385),0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
178,"Rafaelhoteles Atocha posee una privilegiada localización frente a la estación de AVE Madrid-Puerta de Atocha haciendo de este hotel un espacio ideal para la celebración de eventos y congresos, así como para el disfrute familiar y personal. El hotel cuenta con 245 habitaciones completamente equipadas con todo tipo de comodidades. Dispone de habitaciones adaptadas para minusválidos y habitaciones para fumadores. El restaurante El Azafrán, con un horario ininterrumpido de 11:00 a 23:00, le ofrece los mejores platos de la cocina mediterránea. Además cuenta con 8 salones de reuniones con capacidad para eventos de hasta 800 personas. También pueden realizarse eventos al aire libre en la terraza jardín.",Rafaelhoteles Atocha,109,4.0,"Calle de Méndez Álvaro, 30, 28045, Madrid",Delicias,40.4014111,-3.6869801,POINT (-3.6869801 40.4014111),0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
179,"Tradición, vanguardia y negocios se mezclan en el ILUNION Pio XII, al norte del Paseo de la Castellana, muy cerca de la estación de Chamartín y de la M-30. Su moderna arquitectura y decoración junto con las excelentes instalaciones y servicios hacen de él la opción ideal tanto para estancias de negocios como de placer. Las amplias habitaciones del ILUNION Pío XII están decoradas en estilo contemporáneo y ofrecen conexión Wi-fi gratuita, minibar de agua gratuito, TV de plasma, TV satélite y aire acondicionado. En su restaurante podrá degustar especialidades de la cocina mediterránea con los mejores productos de temporada o tan sólo relájese y disfrute de su copa favorita en su Bar-Cafetería. La estación de Chamartín está a tan sólo 5 minutos en coche del hotel y las estaciones de metro de Pío XII y Duque de Pastrana a 10 minutos a pie del hotel. Así mismo, el hotel cuenta con una parada de autobuses justo en frente con conexión directa a la Puerta del Sol.",ILUNION Pio XII,96,4.0,"Av. de Pío XII, 77, 28016, Madrid",Castilla,40.4689343,-3.674154316574586,POINT (-3.674154316574586 40.4689343),0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
