_id,enlace,nombre,puntuacion,tipo_cocina,ubicacion
Delienzo Restaurante,null,Delienzo Restaurante,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Peruana"",""Española"",""Sudamericana""]","Calle Juan Bravo 43 Edificio Blanco, 28006 Madrid España"
Bar Mi Linda Habana,https://bar-mi-linda-habana.negocio.site/,Bar Mi Linda Habana,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Caribeña"",""Cubana""]","Paseo de la Florida 31, 28008 Madrid España"
Venga Empanadas,null,Venga Empanadas,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Latina"",""Española"",""Vinoteca""]","Calle de Segovia 16, 28005 Madrid España"
El Pardo Urbano,null,El Pardo Urbano,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Carboneros 2 Local 7, 28048 Madrid España"
Bosco,https://www.bosco.es/,Bosco,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Fernández De La Hoz, 78, 28003 Madrid España"
"Gelateria Carte D'Or Tres Aguas",http://www.soyfrigo.es/gelateria-cartedor/,"Gelateria Carte D'Or Tres Aguas","Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Española""]","CC TRES AGUAS, Av. San Martín de Valdeiglesias, 20, 28922 Madrid España"
PASTELERIA LA ROSA - PANADERIA y PASTELERIA EN CARABANCHEL,No hay link,PASTELERIA LA ROSA - PANADERIA y PASTELERIA EN CARABANCHEL,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Avenida PESETA, 29, 28054 Madrid España"
Coworking Espiritu 23,http://espiritu23.com/cafe-coworking/,Coworking Espiritu 23,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Española""]","Calle Espiritu Santo 23, 28004 Madrid España"
Entre Panes,No hay link,Entre Panes,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Española""]","Calle Gaztambide 13, 28015 Madrid España"
Burger Narcea,null,Burger Narcea,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Española""]","Calle 43, 28053 Madrid España"
Narcea Grill,null,Narcea Grill,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Española""]","Calle 21, 28053 Madrid España"
Amada,https://www.facebook.com/Bar-restaurante-amada-1244761215653860/,Amada,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"AMADA Calle de Andres Torrejon 13, 28014 Madrid España"
Churrería Don Ricardo,No hay link,Churrería Don Ricardo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Española""]","Calle del Canal de Suez 19 Barajas, 28042 Madrid España"
Contigo Perú,No hay link,Contigo Perú,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Peruana"",""Sudamericana""]","Calle Del Cardenal Cisneros, 3 (28010), Madrid España"
La Pinta Avenida,null,La Pinta Avenida,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Pub con cerveza artesanal"",""Bar"",""Pub"",""Restaurantes de cerveza""]","Calle Canillas 93, 28002 Madrid España"
MILD & LIMON,No hay link,MILD & LIMON,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Almansa 93, 28040 Madrid España"
Los Botijos,No hay link,Los Botijos,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Fernando el Católico, 53, 28015 Madrid España"
"Taberna Los Dave's",No hay link,"Taberna Los Dave's","Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de Florencio Llorente, 5, 28027 Madrid España"
Nairobi Madrid,No hay link,Nairobi Madrid,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. Sánchez Pacheco, 90, 28002 Madrid España"
Paquita Restaurante,null,Paquita Restaurante,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Mediterránea""]","C/ Oriana 7 Local 9-10-11, 28045 Madrid España"
La Strada,No hay link,La Strada,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle Del Moscatelar, 31, 28043 Madrid España"
En el Ajo,No hay link,En el Ajo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. de Alenza, 26, 28003 Madrid España"
Los Pierogi,https://lospierogi.negocio.site/?utm_source=gmb&utm_medium=referral,Los Pierogi,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. de Vallehermoso, 36, 28015 Madrid España"
Las Brasas de Castellana,null,Las Brasas de Castellana,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"P.º de la Castellana, 22, 28046 Madrid España"
Taberna El Quejio,No hay link,Taberna El Quejio,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Mediterránea""]","Avenida Ciudad De Barcelona 93, 28007 Madrid España"
Azura,No hay link,Azura,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. del Duque de Alba, 12, 28012 Madrid España"
La Bahía de Extremadura,null,La Bahía de Extremadura,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle Azcona 66, 28028 Madrid España"
Figarilla Juan Bravo,No hay link,Figarilla Juan Bravo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle Juan Bravo 41, 28006 Madrid España"
Bati2 con tapa,null,Bati2 con tapa,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Saludable""]","Calle de Emilio Ferrari 62 Local 62, 28017 Madrid España"
Golfa Madrid,https://www.golfamadrid.com/,Golfa Madrid,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Vinoteca""]","Calle Orellana 19, 28004 Madrid España"
Restaurante Mishkina,No hay link,Restaurante Mishkina,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Josue Lillo, 24, 28053 Madrid España"
El Artesano,No hay link,El Artesano,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de Puerto Rico, 9 Local 7, 28016 Madrid España"
Kamayan Comida Filipina Asian Food,No hay link,Kamayan Comida Filipina Asian Food,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de Miguel Arredondo, 4, 28045 Madrid España"
Nativo,null,Nativo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Av. de Menéndez Pelayo 41, 28009 Madrid España"
Porvenir 16,No hay link,Porvenir 16,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Porvenir 16 Local, 28028 Madrid España"
Antídoto Bar-Restaurante,No hay link,Antídoto Bar-Restaurante,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Nieremberg 4, 28002 Madrid España"
Beher Madrid Chikito,No hay link,Beher Madrid Chikito,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Mediterránea"",""Europea"",""Española""]","Calle de Diego de León 20, 28006 Madrid España"
Chic Delirium,No hay link,Chic Delirium,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de San Cayetano, 10, 28005 Madrid España"
Lafita Catering España,null,Lafita Catering España,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Avenida Cardenal Herrera Oria,303, 28035 Madrid España"
Beher Palacio De Hielo,No hay link,Beher Palacio De Hielo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Mediterránea"",""Europea"",""Española""]","Calle Silvano 77, 28043 Madrid España"
La Artesa,No hay link,La Artesa,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle del Pintor Juan Gris 5, 28020 Madrid España"
Aorangi,null,Aorangi,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Africana"",""Europea"",""Sudamericana"",""Centroamericana""]","Calle Diego De León 43, 28006 Madrid España"
Ristorante Al Dente Rivas,null,Ristorante Al Dente Rivas,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Italiana"",""Española""]","Avda. Pablo Iglesias 78, 28521 Madrid España"
Martonela-la Gavia,null,Martonela-la Gavia,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Café""]","Calle Adolfo Bioy Casares 2, 28051 Madrid España"
El Brocho,No hay link,El Brocho,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Pradillo 6 Chamartin, 28002 Madrid España"
Fulito,No hay link,Fulito,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Asiática""]","Calle Caleruega 7 28033, 28033 Madrid España"
Sushikoi Bistrot,null,Sushikoi Bistrot,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Arturo Soria, 308, 28033 Madrid España"
A´nómalo,No hay link,A´nómalo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. del Pinar, 15 bis, 28006 Madrid España"
Masa Nostra,No hay link,Masa Nostra,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. de Fernández de los Ríos, 47, 28015 Madrid España"
El Sabor,null,El Sabor,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Paseo de Extremadura 5, 28011 Madrid España"
Chevere Y Olé,No hay link,Chevere Y Olé,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Latina"",""Española"",""Venezolana"",""Sudamericana""]","Topete 43, 28039 Madrid España"
The Kitchen,No hay link,The Kitchen,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Americana"",""Mediterránea"",""Española""]","Calle de Santa Maria 41 Local, 28014 Madrid España"
Gelateria La Romana,null,Gelateria La Romana,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Italiana""]","Avenida Valdemarin 167, C 28023, 28023 Madrid España"
Gatopies Bar Music & Food,No hay link,Gatopies Bar Music & Food,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Italiana"",""Argentina"",""Sudamericana""]","Calle De La Esperanza 8, 28012 Madrid España"
Restaurante Tacometro,null,Restaurante Tacometro,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Mexicana"",""Española""]","Caballero De Gracia 12, 28013 Madrid España"
"Domino's Pizza Paseo Imperial",null,"Domino's Pizza Paseo Imperial","Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Paseo Imperial 43, 28005 Madrid España"
Kelthvyn Martinez Chacin,No hay link,Kelthvyn Martinez Chacin,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de Alfredo Castro Camba 2, 28053 Madrid España"
Almas Canallas,null,Almas Canallas,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Restaurante de carne"",""Española"",""Street food / Comida en la calle""]","Calle Embajadores 41 Local 16 Mercado De San Fernando, 28012 Madrid España"
Carlsberg,No hay link,Carlsberg,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Aeropuerto Madrid-Barajas. Terminal 4. Planta 1. Salidas Puertas Embarque H9-H11, 28042 Madrid España"
Café Bar Bahía,No hay link,Café Bar Bahía,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Bar"",""Café"",""Pub""]","Calle Longares Número 2, Madrid España"
Wokandy,No hay link,Wokandy,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Estacion Madrid Atocha. Pl. Emperador Carlos V, 3. Planta 0. Sala De Embarque, 28012 Madrid España"
Margarito Ponzano Madrid,https://margaritoponzanomadrid.com/,Margarito Ponzano Madrid,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle De José Abascal, 25, 28003 Madrid España"
La Cancion,No hay link,La Cancion,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Española"",""De Oriente Medio"",""Persa""]","Calle el Espanoleto 11, 28010 Madrid España"
Casa la Salteña Boliviana,null,Casa la Salteña Boliviana,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle AMPARO USERA, 41, 28026 Madrid España"
La Tremebunda,No hay link,La Tremebunda,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle del Barco, 8, 28004 Madrid España"
La Cocina de Javichu,https://lacocinadejavichu.com/,La Cocina de Javichu,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. Diego de Leon, 2, 28701 Madrid España"
SapoSabio,No hay link,SapoSabio,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Paseo de S. Fco. de Sales, 41, 28003 Madrid España"
Matías - Casa Luís,null,Matías - Casa Luís,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Mediterránea""]","Paseo de la Dirección, 111, 28039 Madrid España"
Ramen Kagura Valdebebas,null,Ramen Kagura Valdebebas,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Japonesa""]","Avenida Juan Antonio Samaranch 30 Local 4, 28055 Madrid España"
Crudo Poké Bowl - El Pilar,https://www.instagram.com/crudobowl/?hl=en,Crudo Poké Bowl - El Pilar,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Avenida Betanzos 33, 28029 Madrid España"
Etdl,No hay link,Etdl,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C/ Imperial 9, 28012 Madrid España"
Mediterraneamente,No hay link,Mediterraneamente,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Mediterránea"",""Española""]","Esocusra 13, 28015 Madrid España"
Dankels Food,null,Dankels Food,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle San Enrique 16 Puesto 16/17, 28020 Madrid España"
Boccon Divino,https://www.boccondivino.es/,Boccon Divino,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Italiana""]","C. Del Poeta Joan Maragall, 17, 19, 28020 Madrid España"
Flipo - Mercado de Barceló; Local 314,No hay link,Flipo - Mercado de Barceló; Local 314,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. de Barceló, 6, 28004 Madrid España"
Bar Tosstka,null,Bar Tosstka,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""China"",""Española""]","Calle Hortaleza 33 Bajo, 28004 Madrid España"
Lambuza Tienda,null,Lambuza Tienda,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Mediterránea"",""Española""]","Calle Alonso Cano, 10 Mercado De Chamberí. Puesto 46, 28010 Madrid España"
JOAQUIN SANTAMARIA ALONSO,No hay link,JOAQUIN SANTAMARIA ALONSO,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle BRAVO MURILLO, 192, 28020 Madrid España"
Cocopí,null,Cocopí,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Filipina"",""Española"",""Asiática""]","C/ Bailén 41, 28005 Madrid España"
Sushi Park,null,Sushi Park,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Japonesa"",""Sushi""]","Calle de Barcelona 10 Junto a la Puerta del Sol, 28012 Madrid España"
FRANCISCA PAVON GUILLENA,No hay link,FRANCISCA PAVON GUILLENA,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle SATURNINO TEJERA, 25, 28025 Madrid España"
Asiatico Yu II,No hay link,Asiatico Yu II,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle del Arquitecto Sánchez Arcas, 5, 28040 Madrid España"
Repostería Creativa Maicookie,null,Repostería Creativa Maicookie,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Berrocal, 9 LOC, 28021 Madrid España"
"Rita's Night Madrid",null,"Rita's Night Madrid","Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Americana"",""Española"",""Asiática""]","Calle Isla De Java, 2, 28034 Madrid España"
Taberna Manchega Casa Ramona,null,Taberna Manchega Casa Ramona,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle Francos Rodríguez No. 24, 28039 Madrid España"
Juicy Mad,No hay link,Juicy Mad,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Comida rápida"",""Saludable"",""Fruterías""]","Miguel Yuste, 28037 Madrid España"
Ssomek,null,Ssomek,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Asiática"",""Coreana""]","Calderón De La Barca, 28013 Madrid España"
Izmir Kebabistro,null,Izmir Kebabistro,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Turca""]","Calle De Francisco Silvela 11 Local, 28028 Madrid España"
Toc Toc Noodles - Salamanca,null,Toc Toc Noodles - Salamanca,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle General Oráa, 26, 28006 Madrid España"
Restaurante La Santa,null,Restaurante La Santa,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Tracia 6, 28037 Madrid España"
Market Greens,http://www.facebook.com/marketgreensmadrid,Market Greens,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Internacional"",""Saludable""]","Calle de Santa Isabel 5 Mercado Antón Martin,Planta baja, 28012 Madrid España"
Chicken Soul,null,Chicken Soul,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. de Barcelo, 6 -10, 28004 Madrid España"
"Osma's Legacy",No hay link,"Osma's Legacy","Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Italiana"",""Del norte de Italia"",""Del centro de Italia"",""Del sur de Italia""]","Call De Silvano 77 Cc Palacio De Hielo Ruta 77 Puesto 12, 28043 Madrid España"
Mix&me Bar Madrid,No hay link,Mix&me Bar Madrid,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Brasileña"",""Bar"",""Pub"",""Sudamericana""]","Calle de las Huertas 52, 28014 Madrid España"
Urban cafe bar,No hay link,Urban cafe bar,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle Alto Del Leon, Madrid España"
The Jungle Bistro By Elva,null,The Jungle Bistro By Elva,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Mediterránea""]","Calle De Bretón De Los Herreros 24, 28003 Madrid España"
Cervecería Wanderlust,null,Cervecería Wanderlust,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Americana"",""Mediterránea"",""Española""]","Calle Adolfo Bioy Casares 2 , Planta alta C.C La Gavia, 28051 Madrid España"
Distrito 13,No hay link,Distrito 13,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"P. Tierra de Melide, 27, 28050 Madrid España"
"Domino's Pizza - General Ricardos",null,"Domino's Pizza - General Ricardos","Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle General Ricardos 165, 28019 Madrid España"
"Domino's Pizza - Puente Alcocer",http://www.dominospizza.es/?utm_medium=organic&utm_source=directorios&utm_campaign=dp_gen_gmb_directorios&utm_content=sitio_web,"Domino's Pizza - Puente Alcocer","Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de San Jenaro 1 Local 6, 28021 Madrid España"
Cantina Canalla,https://www.cantinacanalla.com/,Cantina Canalla,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Av. Santo Domingo de la Calzada, 39, 28050 Madrid España"
"Starbucks Velazquez, 32",null,"Starbucks Velazquez, 32","Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de Velazquez 32, 28002 Madrid España"
Taberna de los Martinetes,No hay link,Taberna de los Martinetes,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Española""]","Calle Ramos Carrion 10, 28002 Madrid España"
La Perla Árabe,No hay link,La Perla Árabe,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Marroquí"",""Mediterránea"",""Turca""]","Calle Sierra Vieja 48, 28031 Madrid España"
Bar DXT y más,null,Bar DXT y más,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Comida rápida""]","Calle de la Virgen de la Oliva 34, 28037 Madrid España"
Buenos Aires Beef,https://web.facebook.com/Buenos-Aires-Beef-Madrid-110254327467843/,Buenos Aires Beef,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de Bravo Murillo, 371, 28020 Madrid España"
On Trade Service Group S.L,No hay link,On Trade Service Group S.L,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Avda MONFORTE DE LEMOS, 101, 28029 Madrid España"
"Megan's Coffee Bar",No hay link,"Megan's Coffee Bar","Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle Calderón, 5, 28042 Madrid España"
Mº JOSÉ BALLESTEROS VELÁZQUEZ,No hay link,Mº JOSÉ BALLESTEROS VELÁZQUEZ,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle San Bernardo, 107, 28015 Madrid España"
Boulevard Drink Bar,null,Boulevard Drink Bar,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C/ Cardinal Cisneros 21, 28010 Madrid España"
Barra Amelia,null,Barra Amelia,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de Santa Teresa 12, 28004 Madrid España"
La Escabechina,http://www.laescabechina.es/,La Escabechina,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española"",""Vinoteca"",""Bares para comer""]","Calle Guzmán El Bueno 71, 28015 Madrid España"
Nazara Restaurante Indio,https://nazaraindian.com/,Nazara Restaurante Indio,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""India""]","C. De Arganda, 29, 28005 Madrid, Spain 29, 28005 Madrid España"
Cucina Tarantina S.L,null,Cucina Tarantina S.L,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"San Juan de Ortega, 54, 28050 Madrid España"
GogoDrink,No hay link,GogoDrink,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""China"",""Café"",""Asiática""]","Calle de Silva, 15, 28004 Madrid España"
La Fuente del Rey,null,La Fuente del Rey,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Mediterránea"",""Española"",""Asador""]","Carretera de Castilla Km 5,8, 28023 Madrid España"
Kokoa,No hay link,Kokoa,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. Virgen de las Viñas, 16, 28031 Madrid España"
Alameda del Pardo,No hay link,Alameda del Pardo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Carr. de el Pardo a Fuencarral, Madrid España"
La Cala,No hay link,La Cala,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Emilio Vargas 18, Madrid España"
Avenida PERU,null,Avenida PERU,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. de Juan Duque, 37, 28005 Madrid España"
La Viajera Taberna,No hay link,La Viajera Taberna,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle Embajadores 31, 28012 Madrid España"
Lechona Don Harol,null,Lechona Don Harol,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Sudamericana"",""Colombiana""]","Centro Comercial Sambil Calle De Mondragón S/n Salida 30 De La M-40 Planta Segunda Local 223, 28917 Madrid España"
Bar Restaurante el Pontón,null,Bar Restaurante el Pontón,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de Domingo Parra, 6 Villaverde Alto, 28021 Madrid España"
GnamGnam,null,GnamGnam,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Italiana"",""Del centro de Italia"",""Del sur de Italia""]","Calle Gaztambide 32 L1, 28015 Madrid España"
Gavinia,http://gavinia.es/,Gavinia,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Mediterránea"",""Fusión""]","San Bernardo 106, 28015 Madrid España"
Capital Grill,null,Capital Grill,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Americana""]","Avenida del Monasterio de el Escorial 26, 28049 Madrid España"
Burguer Kind,null,Burguer Kind,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Americana""]","Calle del Monasterio de Arlanza, 20 Centro Comercial Montecarmelo, 28034 Madrid España"
Taberna Cascanueces,No hay link,Taberna Cascanueces,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle Ibiza 52, 28009 Madrid España"
Tropical Brasil Lucero,No hay link,Tropical Brasil Lucero,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Paseo DE PERALES, 59 BAJO A, 28011 Madrid España"
Sushi Food,No hay link,Sushi Food,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Española""]","Av Mediterraneo 24, Madrid España"
Sésamo,null,Sésamo,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Bares para comer""]","C/ Del Áncora, 26, 28045 Madrid, 28045 Madrid España"
Bangol Indian Restaurante,null,Bangol Indian Restaurante,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""India""]","Paseo de Santa María de la Cabeza, 16 C/pase Santa Maria De La Cabeza 16, 28045 Madrid España"
La Flora,No hay link,La Flora,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Av. de Menéndez Pelayo, 53, 28009 Madrid España"
"Taberla ""la Española"" (pérez Galdós)",null,"Taberla ""la Española"" (pérez Galdós)","Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Bar"",""Café"",""Española"",""Pub""]","Calle De Pérez Galdós 7, 28004 Madrid España"
El cafecito,No hay link,El cafecito,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Café"",""Española""]","Calle de la Santisima Trinidad 4, 28010 Madrid España"
Arde Delicatessen,No hay link,Arde Delicatessen,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€€ - €€€"",""Americana"",""Bar"",""Comida rápida""]","Embajadores, 24, 28012 Madrid España"
Mr. Hookah,No hay link,Mr. Hookah,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Americana""]","C. Cañada De Vicalvaro A San Fernando, 228 Local 2, 28052 Madrid España"
Casa Seco,null,Casa Seco,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle de las Magnolias 98, 28029 Madrid España"
Gran Pizzería Y Kebab,null,Gran Pizzería Y Kebab,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Pizza"",""Turca""]","Calle San Restituto, 27 Local 1, 28039 Madrid España"
Chicken Loco,null,Chicken Loco,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle General Ricardos, 137 (LOCAL), 28019 Madrid España"
Spanglish Bistro,null,Spanglish Bistro,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""€"",""Bar"",""Comida rápida"",""Internacional""]","Calle Vallehermoso 36 Mercado Vallehermoso Puesto 6, 28015 Madrid España"
Cafetería Jamonería Cartago,No hay link,Cafetería Jamonería Cartago,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Española""]","Calle Cartago 3, 28022 Madrid España"
Oribu Brasas Japocastizas,null,Oribu Brasas Japocastizas,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","[""Japonesa"",""Fusión japonesa""]","Calle Marqués Del Duero, 6, 28001 Madrid España"
Bacán,No hay link,Bacán,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle de Benjamín Palencia, 29, 28038 Madrid España"
Mare Luna,null,Mare Luna,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Calle María Zambrano, 7, 28027 Madrid España"
Sweet PADI,null,Sweet PADI,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"Avenida Moratalaz, 107 Local 1, 28030 Madrid España"
Viet-ñam Taberna,No hay link,Viet-ñam Taberna,"Este establecimiento todavía no tiene puntuación, ¡se el primero!",[],"C. de Atocha, 84, 28012 Madrid España"
