_id,enlace,nombre,puntuacion,tipo_cocina,ubicacion
Spicy Soul Hot Pot,http://blog.malawaimai.com/,Spicy Soul Hot Pot,"5,0 ","['China']","Calle de Diego de León 11, 28006 Madrid España"
Los Montes de Galicia,http://www.losmontesdegalicia.es/,Los Montes de Galicia,"5,0 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Española']","Calle Azcona 46, 28028 Madrid España"
Empanadas Malvón,http://www.malvon.es/sucursal/malvon-luchana,Empanadas Malvón,"5,0 ","['Argentina', 'Sudamericana']","Calle de Luchana 3, 28010 Madrid España"
Pastamore,http://pastamore.es/,Pastamore,"5,0 ","['€€ - €€€', 'Italiana', 'Pizza', 'Mediterránea']","Calle Alcalá, 191, 28009 Madrid España"
Amazonia Brunch And Cocktail,No hay link,Amazonia Brunch And Cocktail,"5,0 ","['€€ - €€€', 'Americana', 'Café', 'Internacional']","Calle del Pez 4, 28004 Madrid España"
La Bajada Street Food,No hay link,La Bajada Street Food,"5,0 ","['Peruana', 'Street food / Comida en la calle', 'Sudamericana']","Mejia Lequerica 10. Mercado Barceló. Madrid Mercado Barceló - Segunda Planta Interior. Referencia: Acceso Frente Al Hotel Eurostars., 28004 Madrid España"
Restaurante Salitre,,Restaurante Salitre,"4,0 ","['Marisco', 'Internacional', 'Mediterránea', 'Española']","Juan Bravo 25, 28006 Madrid España"
Kathmandu Tandoori House,http://kathmandu-tandoori-house.business.site/,Kathmandu Tandoori House,"5,0 ","['€€ - €€€', 'India', 'Asiática', 'Saludable']","Calle Acuario, 11, 28042 Madrid España"
Ástor,http://www.astor.es/,Ástor,"5,0 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Europea']","Calle del Almendro 9, 28005 Madrid España"
Grama Lounge,http://www.gramabar.com/,Grama Lounge,"5,0 ","['€€ - €€€', 'Latina', 'Bar', 'Venezolana']","Calle de la Cruz 19, 28012 Madrid España"
Zenith Brunch & Cocktails,http://www.zenithcaffe.es/,Zenith Brunch & Cocktails,"5,0 ","['€€ - €€€', 'Café', 'Internacional', 'Europea']","Calle Valverde 28, 28004 Madrid España"
Pizzart Villa Luchana,http://www.pizzartpizza.com/,Pizzart Villa Luchana,"5,0 ","['€€ - €€€', 'Italiana', 'Pizza', 'Saludable']","Luchana 17, 28010 Madrid España"
Restaurante Pólvora,http://restaurantepolvora.com/,Restaurante Pólvora,"4,0 ","['€€ - €€€', 'Restaurante de carne', 'Marisco', 'Europea']","Calle de Juan Bravo 23, 28006 Madrid España"
Brunchit Malasaña,,Brunchit Malasaña,"5,0 ","['Café', 'Internacional', 'Mediterránea', 'Española']","Calle Noviciado 12, 28015 Madrid España"
Entre Santos Madrid,http://www.entresantos.es/,Entre Santos Madrid,"5,0 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle San Bartolomè 4, 28004 Madrid España"
Pituca Madrid,http://pitucamadrid.es/,Pituca Madrid,"5,0 ","['Peruana', 'Latina', 'Española']","C/ De Quintana 30, 28008 Madrid España"
Steakburger Fuencarral,http://www.steakburger.es/,Steakburger Fuencarral,"4,5 ","['€€ - €€€', 'Americana', 'Barbacoa', 'Opciones vegetarianas']","Calle Fuencarral 73, 28010 Madrid España"
Restaurante La Gaditana,http://www.tabernalagaditana.com/restaurante/,Restaurante La Gaditana,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Fuente del Berro 23, 28009 Madrid España"
Indian Aroma,http://www.restauranteindianaroma.com/,Indian Aroma,"4,5 ","['€€ - €€€', 'India', 'Asiática', 'Saludable']","Calle Ventura de La Vega 6, 28014 Madrid España"
Peppe Fusco The Italian,http://peppefusco.com/,Peppe Fusco The Italian,"5,0 ","['Italiana']","Fuencarral 139, 28010 Madrid España"
Trattoria Pulcinella,http://www.pulcinellamadrid.com/,Trattoria Pulcinella,"4,5 ","['€€ - €€€', 'Italiana', 'Napolitana', 'De Campania']","C/ de Regueros, 7, 28004 Madrid España"
Oven Mozzarella,http://www.confuego.es/reservar-oven/reservar-en-oven-preciados,Oven Mozzarella,"5,0 ","['Italiana', 'Pizza', 'Saludable', 'Del centro de Italia']","Calle Preciados 11 Esquina Callejón De Preciados, 28013 Madrid España"
Sibuya Urban Sushi Bar Madrid C/Orense,http://sibuya.es/,Sibuya Urban Sushi Bar Madrid C/Orense,"5,0 ","['€€ - €€€', 'Japonesa', 'Sushi', 'Asiática']","Calle Orense 11, 28020 Madrid España"
La Mariterranea - Madrid,http://www.mariterranea.com/,La Mariterranea - Madrid,"5,0 ","['€€ - €€€', 'Mediterránea', 'Española', 'Contemporánea']","Calle De Alcalá 90, 28009 Madrid España"
Cafe de la Cruz,http://www.cafedelacruz.es/,Cafe de la Cruz,"3,5 ","['€€ - €€€', 'Mediterránea', 'Española']","Calle Arturo Soria 6, 28027 Madrid España"
Sibuya Urban Sushi Bar Madrid C/ibiza,,Sibuya Urban Sushi Bar Madrid C/ibiza,"5,0 ","['Japonesa', 'Sushi', 'Fusión japonesa']","Calle Ibiza, 33, 28009 Madrid España"
GastroVía 61,,GastroVía 61,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Flor Baja, 3 Hotel Mayorazgo, 28013 Madrid España"
Sibuya Urban Sushi Bar · CC Caleido,https://sibuyaurbansushibar.com/,Sibuya Urban Sushi Bar · CC Caleido,"5,0 ",[],"Paseo de la Castellana, 259. 5th Tower, 28046 Madrid España"
La Bistroteca,,La Bistroteca,"5,0 ","['€€ - €€€', 'Fusión', 'Opciones vegetarianas', 'Opciones sin gluten']","Calle Espartinas 7, local izquierda Barrio Salamanca, 28001 Madrid España"
Oven Mozzarella Gran Vía 55,http://www.oven.es/,Oven Mozzarella Gran Vía 55,"5,0 ","['€€ - €€€', 'Italiana', 'Pizza', 'Mediterránea']","C / Gran Vía, 55 Oven, Steakburger y Pura Kaffeina, 28013 Madrid España"
Osteria Bravissimo,https://www.osteriabravissimo.com/,Osteria Bravissimo,"5,0 ","['Francesa', 'Española', 'Sudamericana', 'Del sur de Italia']","P.º del Pintor Rosales, 52, Madrid, Spain, 28008 Madrid España"
Johnny Rockets,,Johnny Rockets,"5,0 ","['Americana', 'Comida rápida']","Calle Aracne S/n S/n, 28022 Madrid España"
Sakale,http://sakalemadrid.com/,Sakale,"5,0 ","['€€ - €€€', 'Mexicana', 'Japonesa', 'Caribeña']","Calle del Molino de Viento 4, 28004 Madrid España"
Astral,http://www.facebook.com/Astral-Cafeteria-160396810780433,Astral,"5,0 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Camino Viejo de Leganés 82 Esquina Avenida de Oporto 53, 28025 Madrid España"
Steakburger Gran Vía 16,http://steakburger.es/,Steakburger Gran Vía 16,"4,5 ","['€€ - €€€', 'Americana', 'Restaurante de carne', 'Barbacoa']","Gran Vía, 16, 28013 Madrid España"
La Descarada,http://www.ladescarada.es/,La Descarada,"5,0 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","73 Ortega y Gasset, 28006 Madrid España"
Lettera Trattoria moderna,http://letteramadrid.com/,Lettera Trattoria moderna,"5,0 ","['€€ - €€€', 'Italiana', 'Mediterránea', 'Europea']","Calle de la Reina 20, 28004 Madrid España"
Eiffel,http://cenasmagicas.es/,Eiffel,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Seseña, 18 BAJO, 28024 Madrid España"
Taberna el Sur,http://www.facebook.com/pages/Taberna-El-Sur/160484570662848,Taberna el Sur,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Torrecilla Del Leal 12, 28012 Madrid España"
La Vaca Argentina,http://www.lavacaargentina.com/,La Vaca Argentina,"5,0 ","['€€€€', 'Restaurante de carne', 'Barbacoa', 'Argentina']","Calle Ventura De La Vega 3, 28004 Madrid España"
Cervecería El Caño,https://cerveceria-el-cano.negocio.site/,Cervecería El Caño,"5,0 ","['€', 'Bar', 'Española', 'Pub']","Calle de Cobos de Segovia, 30, 28005 Madrid España"
Santita Virgen de los Peligros,http://www.santita.es/,Santita Virgen de los Peligros,"5,0 ","['€€ - €€€', 'Mexicana', 'Latina', 'Saludable']","Calle de la Virgen de los Peligros 10, 28013 Madrid España"
Taberna de Peñalver,http://www.latabernadepenalver.com/,Taberna de Peñalver,"5,0 ","['€€ - €€€', 'Marisco', 'Mediterránea', 'Bares para comer']","Calle del Conde de Peñalver, 90, 28006 Madrid España"
Taberna Más Al Sur,http://www.facebook.com/pages/Taberna-Mas-Al-Sur/1495395980751442,Taberna Más Al Sur,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Santa Isabel Nº 35, 28012 Madrid España"
Ornella,http://www.ornellamadrid.com/,Ornella,"4,5 ","['€€ - €€€', 'Italiana', 'Mediterránea', 'Europea']","Calle Velazquez 18, 28001 Madrid España"
Mu! El Placer De La Carne,http://www.mu-elplacerdelacarne.es/,Mu! El Placer De La Carne,"4,5 ","['€€ - €€€', 'Restaurante de carne', 'Latina', 'Barbacoa']","Calle Chinchilla 3, 28013 Madrid España"
Pokelolo,,Pokelolo,"4,5 ","['€€ - €€€', 'Japonesa', 'Asiática', 'Hawaiana']","Calle de Núñez de Balboa, 35 Located in the Salamanca Neighborhood just two blocks away from El Retiro Park., 28001 Madrid España"
Steakburger Gran Vía 55,http://www.steakburger.es/,Steakburger Gran Vía 55,"5,0 ","['€€ - €€€', 'Americana', 'Restaurante de carne', 'Opciones sin gluten']","Gran Vía, 55 Galeria Gran Via 55, 28013 Madrid España"
Steakburger - Luchana,,Steakburger - Luchana,"4,5 ","['€€ - €€€', 'Americana', 'Comida rápida', 'Barbacoa']","Calle Luchana 17, 28010 Madrid España"
Oven Mozzarella Bar Atocha,http://www.confuego.es/reservar-oven/reservar-en-oven-bar-atocha,Oven Mozzarella Bar Atocha,"4,5 ","['€€ - €€€', 'Italiana', 'Toscana', 'Del centro de Italia']","Atocha 114, 28012 Madrid España"
Oven Mozzarella Bernabeu,http://www.oven.es/,Oven Mozzarella Bernabeu,"5,0 ","['€€ - €€€', 'Italiana', 'Pizza', 'Del Lacio']","Concha Espina 4, 28036 Madrid España"
Yakiniku Rikyu,http://www.yakinikurikyu.es/,Yakiniku Rikyu,"4,5 ","['€€ - €€€', 'Japonesa', 'Barbacoa', 'Coreana']","Paseo Castellana 15, 28046 Madrid España"
Arpit,http://www.arpit.es/,Arpit,"4,5 ","['€', 'India', 'Opciones vegetarianas', 'Opciones veganas']","Calle María Tubau 19, 28050 Madrid España"
Nepali Kathmandu Tandoori House,No hay link,Nepali Kathmandu Tandoori House,"5,0 ","['€€ - €€€', 'India', 'Asiática', 'Nepalí']","Calle Feriantes 1, 28042 Madrid España"
Oven mozzarella Bar Las Tablas,,Oven mozzarella Bar Las Tablas,"4,5 ","['€€ - €€€', 'Italiana', 'Pizza', 'Mediterránea']","Calle San Juan de Ortega No 36, 28050 Madrid España"
Steakburger Arenal,http://www.confuego.es/reservar-steakburger/reservar-en-steakburger-arenal,Steakburger Arenal,"5,0 ","['€€ - €€€', 'Americana', 'Restaurante de carne', 'Barbacoa']","Calle del Arenal 26, 28013 Madrid España"
Pizzart Villa Canalejas,http://www.pizzartpizza.com/,Pizzart Villa Canalejas,"5,0 ","['€€ - €€€', 'Italiana', 'Pizza', 'Mediterránea']","Calle Arlabán 1, 28014 Madrid España"
Taberna 4 Tapas,http://cartadigitalmsm.es/2801,Taberna 4 Tapas,"5,0 ","['€€ - €€€', 'Mediterránea', 'Española']","Plaza De Puerta Cerrada 3, 28005 Madrid España"
El Sur de Huertas,,El Sur de Huertas,"4,5 ","['€€ - €€€', 'Española', 'Opciones vegetarianas', 'Opciones veganas']","Calle de las Huertas 24, 28014 Madrid España"
Steak Burger Atocha,http://www.steakburger.es/,Steak Burger Atocha,"4,5 ","['€€ - €€€', 'Opciones sin gluten']","Calle Atocha 110, 28012 Madrid España"
Sibuya Urban Sushi Bar Chueca,http://www.sibuyaurbansushibar.com/,Sibuya Urban Sushi Bar Chueca,"4,5 ","['€€ - €€€', 'Japonesa', 'Sushi', 'Asiática']","Calle Santo Tome 5, 28004 Madrid España"
Casa Vito,,Casa Vito,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","['Italiana', 'Pizza', 'Internacional', 'Mediterránea']","Calle De Juan Bravo, 43, 28006 Madrid, 28006 Madrid España"
Burro Canaglia Bar & Resto,http://www.burrocanaglia.com/,Burro Canaglia Bar & Resto,"5,0 ","['Italiana', 'Mediterránea']","Plaza de Manuel Becerra 16, 28028 Madrid España"
Pilar Akaneya,http://www.pilarakaneya.com/,Pilar Akaneya,"5,0 ","['€€€€', 'Japonesa', 'Restaurante de carne', 'Barbacoa']","Calle Espronceda 33, 28003 Madrid España"
Txirimiri Pardinas,http://www.txirimiri.es/,Txirimiri Pardinas,"4,5 ","['€€ - €€€', 'Española', 'Opciones vegetarianas', 'Opciones veganas']","Calle General Pardinas 92 Esquina con Calle Maldonado, 28006 Madrid España"
Pizzart Fuencarral,http://www.pizzartpizza.com/,Pizzart Fuencarral,"5,0 ","['€€ - €€€', 'Italiana', 'Pizza', 'Mediterránea']","Fuencarral 58, 28004 Madrid España"
Falling Leaves,http://leavesrestaurant.es/reservas,Falling Leaves,"3,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Plaza De Manuel Becerra, 12 Primera Planta, 28028 Madrid España"
Steakburger Preciados,http://www.steakburger.es/,Steakburger Preciados,"4,5 ","['€€ - €€€', 'Americana', 'Argentina', 'Opciones sin gluten']","Preciados, 42, 28013 Madrid España"
La Gaditana Castellana,http://www.tabernalagaditana.com/,La Gaditana Castellana,"5,0 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Europea']","Paseo Castellana 56, 28046 Madrid España"
Cedrón,http://www.cedron.es/,Cedrón,"5,0 ","['€€ - €€€', 'Latina', 'Vinoteca']","Almendro 25, 28005 Madrid España"
Pizzería el Trébol,http://www.pizzeriaeltrebol.es/,Pizzería el Trébol,"4,5 ","['€€ - €€€', 'Pizza', 'Saludable', 'Pub restaurante']","Calle Barcelona, 13 También acceso por Espoz y Mina 24, 28012 Madrid España"
Curry Masala,,Curry Masala,"4,5 ","['€€ - €€€', 'India', 'Asiática', 'Opciones vegetarianas']","Calle Silva 16, 28004 Madrid España"
Azotea Forus Barceló,http://www.azoteaforus.com/,Azotea Forus Barceló,"5,0 ","['€€ - €€€', 'Internacional', 'Europea', 'Española']","Calle Barcelo, 6, 28004 Madrid España"
El Cocodrilo,,El Cocodrilo,"5,0 ","['€€ - €€€', 'Bar', 'Española', 'Opciones vegetarianas']","Calle de Pilar de Zaragoza 60, 28028 Madrid España"
Pituca Lounge,http://pitucalounge.es/,Pituca Lounge,"5,0 ","['Japonesa', 'Peruana']","Pº. Del Pintor Rosales 24, 28008 Madrid España"
Deleïte Restaurante,http://www.deleiterestaurante.es/,Deleïte Restaurante,"5,0 ","['€€ - €€€', 'Mediterránea', 'Española', 'Fusión']","Av. de Logroño 327 Esquina con Calle de Algemesi, 28042 Madrid España"
Restaurante Algarabía,http://restaurantealgarabia.com/,Restaurante Algarabía,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Saludable']","Calle de la Union 8 Cerca Del Metro De Ópera, 28013 Madrid España"
Inclán Brutal Bar,http://www.inclanbrutalbar.com/,Inclán Brutal Bar,"4,5 ","['€€ - €€€', 'Bar', 'Mediterránea', 'Europea']","Calle de Álvarez Gato, 4, 28012 Madrid España"
Gramabar,http://gramabar.com/,Gramabar,"4,5 ","['€€ - €€€', 'Americana', 'Caribeña', 'Latina']","Calle de la Cruz 19, 28012 Madrid España"
Metro Bistró - Plaza Mayor,http://restaurantemetrobistro.es/,Metro Bistró - Plaza Mayor,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Imperial 3, 28012 Madrid España"
Restaurante Vietnam Express,http://www.vietnam-express.es/,Restaurante Vietnam Express,"5,0 ","['€€ - €€€', 'Asiática', 'Fusión', 'Vietnamita']","Calle Bretón de los Herreros, 45 Local 2, 28003 Madrid España"
Gustazio Gastrobar,http://gustazio.com/,Gustazio Gastrobar,"5,0 ","['€€ - €€€', 'Italiana', 'Mediterránea', 'Saludable']","Calle Embajadores 197, 28045 Madrid España"
Barganzo,http://barganzo.es/,Barganzo,"5,0 ","['€€ - €€€', 'Mediterránea', 'Saludable', 'Street food / Comida en la calle']","Calle Colmenares 13, 28004 Madrid España"
Mano De Santa,http://restaurantemanodesanta.com/,Mano De Santa,"5,0 ","['€€€€', 'Internacional', 'Mediterránea', 'Española']","Calle General Diaz Porlier 95, 28006 Madrid España"
Lola Si Mola,http://lolasimola.com/,Lola Si Mola,"5,0 ","['€€ - €€€', 'Mediterránea', 'Española', 'Saludable']","Calle de las Huertas 55, 28014 Madrid España"
Malafemmena,http://www.malafemmena.com/,Malafemmena,"4,5 ","['€€ - €€€', 'Italiana', 'Napolitana', 'Opciones vegetarianas']","Calle del Doctor Esquerdo 13, 28028 Madrid España"
Dakar,http://es-es.facebook.com/restaurantedakarlavapies,Dakar,"4,5 ","['€', 'Africana', 'Internacional', 'Mediterránea']","Calle Amparo 61, 28012 Madrid España"
Pampa Beef,http://www.facebook.com/Pampa-beef-938431089628420/?fref=ts,Pampa Beef,"4,5 ","['€', 'Restaurante de carne', 'Barbacoa', 'Argentina']","Calle Principe 3, 28014 Madrid España"
Borax,,Borax,"4,5 ","['€€ - €€€', 'Caribeña', 'Latina', 'Cubana']","Calle Pelayo 28, 28004 Madrid España"
Madam,http://madammadam.es/,Madam,"5,0 ","['€€ - €€€']","Calle de la Luna 12, 28004 Madrid España"
"Maximo's",,"Maximo's","5,0 ","['€€ - €€€', 'Japonesa', 'Sushi', 'Asiática']","Menendez Pelayo 53 Local 2, 28009 Madrid España"
Camino Sacramento,https://www.facebook.com/pages/category/Restaurant/Camino-Sacramento-1791042307677941/,Camino Sacramento,"4,5 ","['€€ - €€€', 'Restaurante de carne', 'Barbacoa', 'Europea']","Plaza Callao 2 Gourmet Experience Callao, 28013 Madrid España"
The Irish Temple,http://www.theirishtemple.com/,The Irish Temple,"5,0 ","['Americana']","Calle Ibiza 66, 28009 Madrid España"
Raza Madrid,http://www.razamadrid.com/,Raza Madrid,"5,0 ","['€€ - €€€', 'Restaurante de carne', 'Barbacoa']","Calle Barquillo 8, 28004 Madrid España"
Bombardino Café,http://www.facebook.com/bombardinocafe,Bombardino Café,"5,0 ","['€€ - €€€', 'Italiana', 'Mediterránea', 'Europea']","Calle Salitre, 2, 28012 Madrid España"
Sazón-arte,http://www.facebook.com/Saz%C3%B3n-arte-760288414047047,Sazón-arte,"5,0 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Menorca 19, 28009 Madrid España"
La Trucha,http://www.tabernalatrucha.es/reservas-mesa-taberna-la-trucha/,La Trucha,"4,0 ","['€€ - €€€', 'Mediterránea', 'Española']","Calle Manuel Fernandez y Gonzalez 3, 28014 Madrid España"
Kai Thai,http://www.kaithaicomidas.com/,Kai Thai,"5,0 ","['€€ - €€€', 'Asiática', 'Tailandesa', 'Opciones vegetarianas']","Calle de la Princesa 13 Local 3, 28008 Madrid España"
Sublime Dreams Food,http://sublimedreamsfood.es/,Sublime Dreams Food,"5,0 ","['€€ - €€€', 'Americana', 'Fusión']","Calle Hernani 38, 28020 Madrid España"
Lumbini Tandoori,http://www.lumbinirestaurante.com/,Lumbini Tandoori,"5,0 ","['€€ - €€€', 'India', 'Asiática', 'Nepalí']","Calle Aviador Zorita Near by Santiago Bernabéu, 28020 Madrid España"
Santita Fuencarral,http://www.santita.es/,Santita Fuencarral,"4,5 ","['€€ - €€€', 'Mexicana', 'Latina', 'Saludable']","Calle Fuencarral 74 esquina calle Benficiencia, 28004 Madrid España"
Vinoteca Moratín,http://www.vinotecamoratin.com/,Vinoteca Moratín,"4,5 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Europea']","Moratin 36, 28014 Madrid España"
La Pizzateca,http://lapizzateca.com/,La Pizzateca,"4,5 ","['€', 'Italiana', 'Pizza', 'Comida rápida']","Calle León 35, 28014 Madrid España"
Beytna Restaurante,http://www.beytnarestaurante.com/,Beytna Restaurante,"5,0 ","['€€ - €€€', 'Mediterránea', 'De Oriente Medio', 'Árabe']","Calle Moscatelar 18, 28043 Madrid España"
MU! El Placer de la Carne II,http://www.mu-elplacerdelacarne.es/,MU! El Placer de la Carne II,"4,5 ","['€€ - €€€', 'Restaurante de carne', 'Barbacoa', 'Saludable']","Calle de Victoria 12, 28012 Madrid España"
Cebo,http://www.cebomadrid.com/,Cebo,"5,0 ","['€€€€', 'Mediterránea', 'Española', 'Contemporánea']","Carrera de San Jeronimo, 34, 28014 Madrid España"
Sto Globo Sushi Room,http://stoglobo.es/,Sto Globo Sushi Room,"5,0 ","['€€ - €€€', 'Japonesa', 'Sushi', 'Asiática']","Calle de Santa Teresa 8, 28004 Madrid España"
Enklima,http://enklima.com/reservar,Enklima,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Calle Ferraz 36, 28008 Madrid España"
Oven Mozzarella Bar Fuencarral,http://www.oven.es/,Oven Mozzarella Bar Fuencarral,"4,5 ","['€€ - €€€', 'Italiana', 'Pizza', 'Mediterránea']","C/Fuencarral 74, 28004 Madrid España"
Maruzzella,http://www.gruppopulcinella.com/restaurantes/maruzzella/,Maruzzella,"4,5 ","['€€ - €€€', 'Italiana', 'Pizza', 'Napolitana']","Raimundo Fernandez Villaverde, 28, 28003 Madrid España"
Oven Mozzarella Gran Vía 6,http://www.oven.es/,Oven Mozzarella Gran Vía 6,"4,5 ","['€€ - €€€', 'Italiana', 'Pizza', 'Mediterránea']","Calle Gran Via 6, 28013 Madrid España"
La Piramide,http://www.lapiramiderestaurante.es/,La Piramide,"4,5 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Europea']","Calle Xaudaro 2, 28034 Madrid España"
Kausa Madrid,http://www.kausamadrid.com/,Kausa Madrid,"4,5 ","['€€ - €€€', 'Peruana', 'Latina', 'Opciones vegetarianas']","Calle Amor de Dios 9 Metro: Antón Martín, 28012 Madrid España"
Rosi La Loca,http://www.rosilaloca.com/,Rosi La Loca,"4,5 ","['€€ - €€€', 'Internacional', 'Española', 'Contemporánea']","Calle Cádiz, 4, 28012 Madrid España"
Restaurante DCorazon,http://restaurantedcorazon.com/,Restaurante DCorazon,"4,5 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Europea']","Plaza Mayor 30 Entrada al restaurante por Calle de la Sal 2, 28012 Madrid España"
El Ponientazo,http://elponientazo.es/,El Ponientazo,"4,5 ","['Española']","Costanilla De Santiago, 2, 28013 Madrid España"
Curry y Canela,,Curry y Canela,"5,0 ","['€€ - €€€', 'India', 'Asiática', 'Nepalí']","Calle Espartinas 7, 28001 Madrid España"
Davanti Food & Market,http://davantirestaurante.com/,Davanti Food & Market,"4,5 ","['€€ - €€€', 'Italiana', 'Mediterránea', 'Europea']","Calle de Augusto Figueroa 41, 28004 Madrid España"
The Market Madrid,http://www.themarketmadrid.com/,The Market Madrid,"4,5 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Europea']","C. Clara del Rey, 24, 28002 Madrid España"
Pizzeria Fratelli,http://www.facebook.com/pizzeriafratellialuche/,Pizzeria Fratelli,"4,5 ","['€€ - €€€', 'Italiana', 'Pizza', 'Internacional']","Calle Quero, 83-85 Bajo, 28024 Madrid España"
Restaurante Solidere Chueca,https://restaurantesolidere.com/,Restaurante Solidere Chueca,"4,5 ",[],"Calle de la Libertad 13, 28004 Madrid España"
Bakan Madrid,http://bakanmadrid.com/,Bakan Madrid,"4,5 ","['Mexicana']","Plaza Independencia 5, 28001 Madrid España"
El Tormo,http://www.facebook.com/El-Tormo-Madrid-1690454437852076/?ref=ts&fref=ts,El Tormo,"5,0 ","['€€ - €€€', 'Española']","Travesia Vistillas 13, 28005 Madrid España"
El Social,,El Social,"5,0 ","['€€ - €€€', 'Internacional', 'Mediterránea', 'Fusión']","Calle de Hernán Córtez 19, 28004 Madrid España"
Txirimiri Ferraz,http://www.txirimiri.es/,Txirimiri Ferraz,"4,5 ","['€€ - €€€', 'Española', 'Vasca', 'Opciones vegetarianas']","Calle Ferraz 38, 28008 Madrid España"
Cherry Pecas,http://www.cherrypecas.com/,Cherry Pecas,"4,5 ","['€', 'Mexicana', 'Latina', 'Comida rápida']","Paseo de San Francisco de Sales 17, 28003 Madrid España"
Txirimiri Ibiza,http://www.txirimiri.es/,Txirimiri Ibiza,"4,5 ","['€€ - €€€', 'Española', 'Opciones sin gluten']","Calle Ibiza 25, 28009 Madrid España"
Radhuni Indian Restaurant,http://www.radhuniindian.com/,Radhuni Indian Restaurant,"4,5 ","['€€ - €€€', 'India', 'Asiática', 'Opciones vegetarianas']","Calle PRINCIPE CARLOS, 21, 28050 Madrid España"
Bardero,http://bardero.es/,Bardero,"5,0 ","['Latina', 'Mediterránea', 'Española', 'Contemporánea']","Palos De La Frontera 11, 28012 Madrid España"
Bocadillos Oink,http://bocadillosoink.com/,Bocadillos Oink,"4,5 ","['€', 'Comida rápida', 'Europea', 'Española']","Calle Gran Via 22, 28013 Madrid España"
Amordmadre,http://amordmadre.com/,Amordmadre,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Fusión']","Calle de la Sierra de Palomeras 40 Intersección Calle Sierra de palomeras con Calle Cabeza Mesada, 28031 Madrid España"
Don Dimas,,Don Dimas,"5,0 ","['€€ - €€€', 'Española', 'Contemporánea']","Calle Castelló 1, 28001 Madrid España"
Kuoco 360 Food,http://www.kuoco.es/,Kuoco 360 Food,"4,5 ","['€€ - €€€', 'Fusión', 'Opciones vegetarianas', 'Opciones veganas']","Calle San Bartolmé, 14, 28004 Madrid España"
Mad Mad Vegan,https://www.facebook.com/MADMADVEGAN/,Mad Mad Vegan,"5,0 ","['€€ - €€€', 'Americana', 'Comida rápida', 'Opciones vegetarianas']","Calle Pelayo 19, 28004 Madrid España"
Meson Restaurante La Mi Venta,,Meson Restaurante La Mi Venta,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Española']","Plaza Marina Española, 7, 28013 Madrid España"
Levél Veggie Bistro,,Levél Veggie Bistro,"4,5 ","['€€ - €€€', 'Mediterránea', 'Europea', 'Fusión']","Avenida de Menéndez Pelayo, 61, 28009 Madrid España"
Eatmytrip Brunch & Cocktails Madrid,,Eatmytrip Brunch & Cocktails Madrid,"4,5 ","['€€ - €€€', 'Americana', 'Café', 'Internacional']","Calle de la Morería, 11, 28005 Madrid España"
Ramon Freixa Madrid,http://www.unicohotelmadrid.com/en/restaurant-ramon-freixa-madrid/,Ramon Freixa Madrid,"4,5 ","['€€€€', 'Mediterránea', 'Europea', 'Española']","Calle Claudio Coello 67, 28001 Madrid España"
El Sitio,http://elsitiomadrid.es/,El Sitio,"4,5 ","['€', 'Italiana', 'Pizza', 'Comedor']","Fernandez de los Rios, 93, 28015 Madrid España"
Origen Taberna,,Origen Taberna,"4,5 ","['€€ - €€€', 'Mediterránea', 'Española', 'Fusión']","Calle Juan Alvarez Mendizabal 44, 28008 Madrid España"
Mesón Molinero,http://www.facebook.com/mesonmolineromadrid,Mesón Molinero,"4,5 ","['€€ - €€€', 'Restaurante de carne', 'Mediterránea', 'Española']","Calle Alhambra 72, 28047 Madrid España"
Oliveto,http://olivetomadrid.com/?utm_source=tripadvisor&utm_campaign=Oliveto&utm_medium=tr-activation&utm_term=microsite,Oliveto,"4,5 ","['€€ - €€€', 'Italiana', 'Mediterránea', 'Europea']","Calle Santa Isabel 45, 28012 Madrid España"
