_id,nombre,puntuacion,direccion,cp,ciudad,pais,enlace,tipo_cocina,direccion_completa,lat,long,precio
1,Spicy Soul Hot Pot,"5,0 ",Calle de Diego de León 11,28006,Madrid,España,http://blog.malawaimai.com/,['China'],"Calle de Diego de León 11, 28006, Madrid",40.4351276,-3.684034,No hay información del precio
2,Los Montes de Galicia,"5,0 ",Calle Azcona 46,28028,Madrid,España,http://www.losmontesdegalicia.es/,"['Internacional', 'Mediterránea', 'Española']","Calle Azcona 46, 28028, Madrid",40.4347469,-3.6682597,€€ - €€€
3,Empanadas Malvón,"5,0 ",Calle de Luchana 3,28010,Madrid,España,http://www.malvon.es/sucursal/malvon-luchana,"['Argentina', 'Sudamericana']","Calle de Luchana 3, 28010, Madrid",40.4319368,-3.6984373,No hay información del precio
4,Pastamore,"5,0 ","Calle Alcalá, 191",28009,Madrid,España,http://pastamore.es/,"['Italiana', 'Pizza', 'Mediterránea']","Calle Alcalá, 191, 28009, Madrid",40.4206967,-3.6851451,€€ - €€€
5,Amazonia Brunch And Cocktail,"5,0 ",Calle del Pez 4,28004,Madrid,España,No hay link,"['Americana', 'Café', 'Internacional']","Calle del Pez 4, 28004, Madrid",40.422789,-3.7039478,€€ - €€€
6,La Bajada Street Food,"5,0 ","Calle de Mejía Lequerica, 10",28004,Madrid,España,No hay link,"['Peruana', 'Street food / Comida en la calle', 'Sudamericana']","Calle de Mejía Lequerica, 10, 28004, Madrid",40.427061,-3.698529,No hay información del precio
7,Restaurante Salitre,"4,0 ",Juan Bravo 25,28006,Madrid,España,No hay link,"['Marisco', 'Internacional', 'Mediterránea', 'Española']","Juan Bravo 25, 28006, Madrid",40.432858,-3.6800132,No hay información del precio
8,Kathmandu Tandoori House,"5,0 ","Calle Acuario, 11",28042,Madrid,España,http://kathmandu-tandoori-house.business.site/,"['India', 'Asiática', 'Saludable']","Calle Acuario, 11, 28042, Madrid",40.474371,-3.57874,€€ - €€€
9,Ástor,"5,0 ",Calle del Almendro 9,28005,Madrid,España,http://www.astor.es/,"['Internacional', 'Mediterránea', 'Europea']","Calle del Almendro 9, 28005, Madrid",40.412697,-3.7096528,€€ - €€€
10,Grama Lounge,"5,0 ",Calle de la Cruz 19,28012,Madrid,España,http://www.gramabar.com/,"['Latina', 'Bar', 'Venezolana']","Calle de la Cruz 19, 28012, Madrid",40.4155198,-3.7017311,€€ - €€€
11,Zenith Brunch & Cocktails,"5,0 ",Calle Valverde 28,28004,Madrid,España,http://www.zenithcaffe.es/,"['Café', 'Internacional', 'Europea']","Calle Valverde 28, 28004, Madrid",40.4224392,-3.7016165,€€ - €€€
12,Pizzart Villa Luchana,"5,0 ",Luchana 17,28010,Madrid,España,http://www.pizzartpizza.com/,"['Italiana', 'Pizza', 'Saludable']","Luchana 17, 28010, Madrid",40.4302867,-3.7005461,€€ - €€€
13,Restaurante Pólvora,"4,0 ",Calle de Juan Bravo 23,28006,Madrid,España,http://restaurantepolvora.com/,"['Restaurante de carne', 'Marisco', 'Europea']","Calle de Juan Bravo 23, 28006, Madrid",40.4328293,-3.6806908,€€ - €€€
14,Brunchit Malasaña,"5,0 ",Calle Noviciado 12,28015,Madrid,España,No hay link,"['Café', 'Internacional', 'Mediterránea', 'Española']","Calle Noviciado 12, 28015, Madrid",40.4256619,-3.7085088,No hay información del precio
15,Entre Santos Madrid,"5,0 ",Calle San Bartolomè 4,28004,Madrid,España,http://www.entresantos.es/,"['Mediterránea', 'Europea', 'Española']","Calle San Bartolomè 4, 28004, Madrid",40.7345756,-3.9449715,€€ - €€€
16,Pituca Madrid,"5,0 ",C/ De Quintana 30,28008,Madrid,España,http://pitucamadrid.es/,"['Peruana', 'Latina', 'Española']","C/ De Quintana 30, 28008, Madrid",40.4272076,-3.7191617,No hay información del precio
17,Steakburger Fuencarral,"4,5 ",Calle Fuencarral 73,28010,Madrid,España,http://www.steakburger.es/,"['Americana', 'Barbacoa', 'Opciones vegetarianas']","Calle Fuencarral 73, 28010, Madrid",40.4326593,-3.7038935,€€ - €€€
18,Restaurante La Gaditana,"4,5 ",Calle Fuente del Berro 23,28009,Madrid,España,http://www.tabernalagaditana.com/restaurante/,"['Mediterránea', 'Europea', 'Española']","Calle Fuente del Berro 23, 28009, Madrid",40.4250237,-3.670776,€€ - €€€
19,Indian Aroma,"4,5 ","Calle de Ventura de la Vega, 6",28014,Madrid,España,http://www.restauranteindianaroma.com/,"['India', 'Asiática', 'Saludable']","Calle de Ventura de la Vega, 6, 28014, Madrid",40.415914,-3.6989759,€€ - €€€
20,Peppe Fusco The Italian,"5,0 ",Fuencarral 139,28010,Madrid,España,http://peppefusco.com/,['Italiana'],"Fuencarral 139, 28010, Madrid",40.4333131,-3.7041275,No hay información del precio
21,Trattoria Pulcinella,"4,5 ","C/ de Regueros, 7",28004,Madrid,España,http://www.pulcinellamadrid.com/,"['Italiana', 'Napolitana', 'De Campania']","C/ de Regueros, 7, 28004, Madrid",40.4246294,-3.6965193,€€ - €€€
23,Sibuya Urban Sushi Bar Madrid C/Orense,"5,0 ",Calle Orense 11,28020,Madrid,España,http://sibuya.es/,"['Japonesa', 'Sushi', 'Asiática']","Calle Orense 11, 28020, Madrid",40.4884792,-3.3522585214827947,€€ - €€€
24,La Mariterranea - Madrid,"5,0 ",Calle De Alcalá 90,28009,Madrid,España,http://www.mariterranea.com/,"['Mediterránea', 'Española', 'Contemporánea']","Calle De Alcalá 90, 28009, Madrid",40.4233722,-3.6785433,€€ - €€€
25,Cafe de la Cruz,"3,5 ",Calle Arturo Soria 6,28027,Madrid,España,http://www.cafedelacruz.es/,"['Mediterránea', 'Española']","Calle Arturo Soria 6, 28027, Madrid",40.4808735,-3.3940207,€€ - €€€
26,Sibuya Urban Sushi Bar Madrid C/ibiza,"5,0 ","Calle Ibiza, 33",28009,Madrid,España,No hay link,"['Japonesa', 'Sushi', 'Fusión japonesa']","Calle Ibiza, 33, 28009, Madrid",40.4183439,-3.6743147,No hay información del precio
27,GastroVía 61,"4,5 ","Calle Flor Baja, 6",28013,Madrid,España,No hay link,"['Mediterránea', 'Europea', 'Española']","Calle Flor Baja, 6, 28013, Madrid",40.4223974,-3.710121,€€ - €€€
31,Osteria Bravissimo,"5,0 ","Paseo del Pintor Rosales, 52",28008,Madrid,España,https://www.osteriabravissimo.com/,"['Francesa', 'Española', 'Sudamericana', 'Del sur de Italia']","Paseo del Pintor Rosales, 52, 28008, Madrid",40.4294952,-3.7219844,No hay información del precio
33,Sakale,"5,0 ",Calle del Molino de Viento 4,28004,Madrid,España,http://sakalemadrid.com/,"['Mexicana', 'Japonesa', 'Caribeña']","Calle del Molino de Viento 4, 28004, Madrid",40.4232664,-3.7037237,€€ - €€€
35,Steakburger Gran Vía 16,"4,5 ","Gran Vía, 16",28013,Madrid,España,http://steakburger.es/,"['Americana', 'Restaurante de carne', 'Barbacoa']","Gran Vía, 16, 28013, Madrid",40.4197995,-3.6993966,€€ - €€€
37,Lettera Trattoria moderna,"5,0 ",Calle de la Reina 20,28004,Madrid,España,http://letteramadrid.com/,"['Italiana', 'Mediterránea', 'Europea']","Calle de la Reina 20, 28004, Madrid",40.4197308,-3.6981938,€€ - €€€
38,Eiffel,"4,5 ","Calle Seseña, 18 BAJO",28024,Madrid,España,http://cenasmagicas.es/,"['Mediterránea', 'Europea', 'Española']","Calle Seseña, 18 BAJO, 28024, Madrid",40.3958699,-3.7675557,€€ - €€€
39,Taberna el Sur,"4,5 ",Calle Torrecilla Del Leal 12,28012,Madrid,España,http://www.facebook.com/pages/Taberna-El-Sur/160484570662848,"['Mediterránea', 'Europea', 'Española']","Calle Torrecilla Del Leal 12, 28012, Madrid",40.4110452,-3.6995044,€€ - €€€
42,Santita Virgen de los Peligros,"5,0 ",Calle de la Virgen de los Peligros 10,28013,Madrid,España,http://www.santita.es/,"['Mexicana', 'Latina', 'Saludable']","Calle de la Virgen de los Peligros 10, 28013, Madrid",40.418907,-3.6995762,€€ - €€€
43,Taberna de Peñalver,"5,0 ","Calle del Conde de Peñalver, 90",28006,Madrid,España,http://www.latabernadepenalver.com/,"['Marisco', 'Mediterránea', 'Bares para comer']","Calle del Conde de Peñalver, 90, 28006, Madrid",40.4337774,-3.6747828,€€ - €€€
44,Taberna Más Al Sur,"4,5 ",Calle Santa Isabel Nº 35,28012,Madrid,España,http://www.facebook.com/pages/Taberna-Mas-Al-Sur/1495395980751442,"['Mediterránea', 'Europea', 'Española']","Calle Santa Isabel Nº 35, 28012, Madrid",40.0316541,-3.5908194,€€ - €€€
45,Ornella,"4,5 ",Calle Velazquez 18,28001,Madrid,España,http://www.ornellamadrid.com/,"['Italiana', 'Mediterránea', 'Europea']","Calle Velazquez 18, 28001, Madrid",40.54924145,-3.8907136194325984,€€ - €€€
46,Mu! El Placer De La Carne,"4,5 ",Calle Chinchilla 3,28013,Madrid,España,http://www.mu-elplacerdelacarne.es/,"['Restaurante de carne', 'Latina', 'Barbacoa']","Calle Chinchilla 3, 28013, Madrid",40.4194576,-3.7039464,€€ - €€€
49,Steakburger - Luchana,"4,5 ",Calle Luchana 17,28010,Madrid,España,No hay link,"['Americana', 'Comida rápida', 'Barbacoa']","Calle Luchana 17, 28010, Madrid",40.4302867,-3.7005461,€€ - €€€
50,Oven Mozzarella Bar Atocha,"4,5 ",Atocha 114,28012,Madrid,España,http://www.confuego.es/reservar-oven/reservar-en-oven-bar-atocha,"['Italiana', 'Toscana', 'Del centro de Italia']","Atocha 114, 28012, Madrid",40.4094709,-3.6934229,€€ - €€€
51,Oven Mozzarella Bernabeu,"5,0 ",Concha Espina 4,28036,Madrid,España,http://www.oven.es/,"['Italiana', 'Pizza', 'Del Lacio']","Concha Espina 4, 28036, Madrid",40.4520557,-3.6853594,€€ - €€€
52,Yakiniku Rikyu,"4,5 ",Paseo Castellana 15,28046,Madrid,España,http://www.yakinikurikyu.es/,"['Japonesa', 'Barbacoa', 'Coreana']","Paseo Castellana 15, 28046, Madrid",40.428128,-3.6902904,€€ - €€€
54,Nepali Kathmandu Tandoori House,"5,0 ",Calle Feriantes 1,28042,Madrid,España,No hay link,"['India', 'Asiática', 'Nepalí']","Calle Feriantes 1, 28042, Madrid",40.4704992,-3.5803968,€€ - €€€
56,Steakburger Arenal,"5,0 ",Calle del Arenal 26,28013,Madrid,España,http://www.confuego.es/reservar-steakburger/reservar-en-steakburger-arenal,"['Americana', 'Restaurante de carne', 'Barbacoa']","Calle del Arenal 26, 28013, Madrid",40.4178642,-3.7080699,€€ - €€€
57,Pizzart Villa Canalejas,"5,0 ",Calle Arlabán 1,28014,Madrid,España,http://www.pizzartpizza.com/,"['Italiana', 'Pizza', 'Mediterránea']","Calle Arlabán 1, 28014, Madrid",40.4170322,-3.6995917,€€ - €€€
58,Taberna 4 Tapas,"5,0 ",Plaza De Puerta Cerrada 3,28005,Madrid,España,http://cartadigitalmsm.es/2801,"['Mediterránea', 'Española']","Plaza De Puerta Cerrada 3, 28005, Madrid",40.413788999999994,-3.7080027811815097,€€ - €€€
59,El Sur de Huertas,"4,5 ",Calle de las Huertas 24,28014,Madrid,España,No hay link,"['Española', 'Opciones vegetarianas', 'Opciones veganas']","Calle de las Huertas 24, 28014, Madrid",40.413673,-3.6994414,€€ - €€€
60,Steak Burger Atocha,"4,5 ",Calle Atocha 110,28012,Madrid,España,http://www.steakburger.es/,['Opciones sin gluten'],"Calle Atocha 110, 28012, Madrid",40.409583350000005,-3.693756053372788,€€ - €€€
61,Sibuya Urban Sushi Bar Chueca,"4,5 ",Calle Santo Tome 5,28004,Madrid,España,http://www.sibuyaurbansushibar.com/,"['Japonesa', 'Sushi', 'Asiática']","Calle Santo Tome 5, 28004, Madrid",40.8056408,-3.7696742,€€ - €€€
62,Casa Vito,"Este establecimiento todavía no tiene puntuación, ¡se el primero!","Calle de Juan Bravo, 43",28006,Madrid,España,No hay link,"['Italiana', 'Pizza', 'Internacional', 'Mediterránea']","Calle de Juan Bravo, 43, 28006, Madrid",40.4326961,-3.679469,No hay información del precio
63,Burro Canaglia Bar & Resto,"5,0 ",Plaza de Manuel Becerra 16,28028,Madrid,España,http://www.burrocanaglia.com/,"['Italiana', 'Mediterránea']","Plaza de Manuel Becerra 16, 28028, Madrid",40.427645,-3.6681552,No hay información del precio
64,Pilar Akaneya,"5,0 ",Calle Espronceda 33,28003,Madrid,España,http://www.pilarakaneya.com/,"['Japonesa', 'Restaurante de carne', 'Barbacoa']","Calle Espronceda 33, 28003, Madrid",40.2059823,-3.5755213,€€€€
66,Pizzart Fuencarral,"5,0 ",Fuencarral 58,28004,Madrid,España,http://www.pizzartpizza.com/,"['Italiana', 'Pizza', 'Mediterránea']","Fuencarral 58, 28004, Madrid",40.4239786,-3.7005705,€€ - €€€
68,Steakburger Preciados,"4,5 ","Preciados, 42",28013,Madrid,España,http://www.steakburger.es/,"['Americana', 'Argentina', 'Opciones sin gluten']","Preciados, 42, 28013, Madrid",40.419828,-3.7073269,€€ - €€€
69,La Gaditana Castellana,"5,0 ",Paseo Castellana 56,28046,Madrid,España,http://www.tabernalagaditana.com/,"['Internacional', 'Mediterránea', 'Europea']","Paseo Castellana 56, 28046, Madrid",40.4668202,-3.688892,€€ - €€€
70,Cedrón,"5,0 ",Almendro 25,28005,Madrid,España,http://www.cedron.es/,"['Latina', 'Vinoteca']","Almendro 25, 28005, Madrid",40.4121157,-3.7105293,€€ - €€€
72,Curry Masala,"4,5 ",Calle Silva 16,28004,Madrid,España,No hay link,"['India', 'Asiática', 'Opciones vegetarianas']","Calle Silva 16, 28004, Madrid",40.4213704,-3.7061958,€€ - €€€
73,Azotea Forus Barceló,"5,0 ","Calle Barcelo, 6",28004,Madrid,España,http://www.azoteaforus.com/,"['Internacional', 'Europea', 'Española']","Calle Barcelo, 6, 28004, Madrid",40.426544899999996,-3.698786316244,€€ - €€€
74,El Cocodrilo,"5,0 ",Calle de Pilar de Zaragoza 60,28028,Madrid,España,No hay link,"['Bar', 'Española', 'Opciones vegetarianas']","Calle de Pilar de Zaragoza 60, 28028, Madrid",40.4360504,-3.6717335,€€ - €€€
78,Inclán Brutal Bar,"4,5 ","Calle de Álvarez Gato, 4",28012,Madrid,España,http://www.inclanbrutalbar.com/,"['Bar', 'Mediterránea', 'Europea']","Calle de Álvarez Gato, 4, 28012, Madrid",40.4150858,-3.7018637,€€ - €€€
79,Gramabar,"4,5 ",Calle de la Cruz 19,28012,Madrid,España,http://gramabar.com/,"['Americana', 'Caribeña', 'Latina']","Calle de la Cruz 19, 28012, Madrid",40.4155198,-3.7017311,€€ - €€€
80,Metro Bistró - Plaza Mayor,"4,5 ",Calle Imperial 3,28012,Madrid,España,http://restaurantemetrobistro.es/,"['Mediterránea', 'Europea', 'Española']","Calle Imperial 3, 28012, Madrid",40.4146092,-3.7067543,€€ - €€€
82,Gustazio Gastrobar,"5,0 ",Calle Embajadores 197,28045,Madrid,España,http://gustazio.com/,"['Italiana', 'Mediterránea', 'Saludable']","Calle Embajadores 197, 28045, Madrid",40.3852783,-3.6867536,€€ - €€€
83,Barganzo,"5,0 ",Calle Colmenares 13,28004,Madrid,España,http://barganzo.es/,"['Mediterránea', 'Saludable', 'Street food / Comida en la calle']","Calle Colmenares 13, 28004, Madrid",40.421035,-3.6967949,€€ - €€€
85,Lola Si Mola,"5,0 ",Calle de las Huertas 55,28014,Madrid,España,http://lolasimola.com/,"['Mediterránea', 'Española', 'Saludable']","Calle de las Huertas 55, 28014, Madrid",40.4132519,-3.6966129,€€ - €€€
86,Malafemmena,"4,5 ",Calle del Doctor Esquerdo 13,28028,Madrid,España,http://www.malafemmena.com/,"['Italiana', 'Napolitana', 'Opciones vegetarianas']","Calle del Doctor Esquerdo 13, 28028, Madrid",40.42642025000001,-3.6681965228846956,€€ - €€€
87,Dakar,"4,5 ",Calle Amparo 61,28012,Madrid,España,http://es-es.facebook.com/restaurantedakarlavapies,"['Africana', 'Internacional', 'Mediterránea']","Calle Amparo 61, 28012, Madrid",40.4087136,-3.7022259,€
88,Pampa Beef,"4,5 ",Calle Principe 3,28014,Madrid,España,http://www.facebook.com/Pampa-beef-938431089628420/?fref=ts,"['Restaurante de carne', 'Barbacoa', 'Argentina']","Calle Principe 3, 28014, Madrid",40.9209481,-3.6887962,€
89,Borax,"4,5 ",Calle Pelayo 28,28004,Madrid,España,No hay link,"['Caribeña', 'Latina', 'Cubana']","Calle Pelayo 28, 28004, Madrid",40.4228903,-3.6983589,€€ - €€€
90,Madam,"5,0 ",Calle de la Luna 12,28004,Madrid,España,http://madammadam.es/,[],"Calle de la Luna 12, 28004, Madrid",40.4221339,-3.7057144,€€ - €€€
93,The Irish Temple,"5,0 ",Calle Ibiza 66,28009,Madrid,España,http://www.theirishtemple.com/,['Americana'],"Calle Ibiza 66, 28009, Madrid",40.4178295,-3.6705459,No hay información del precio
94,Raza Madrid,"5,0 ",Calle Barquillo 8,28004,Madrid,España,http://www.razamadrid.com/,"['Restaurante de carne', 'Barbacoa']","Calle Barquillo 8, 28004, Madrid",40.4203213,-3.6955673,€€ - €€€
95,Bombardino Café,"5,0 ","Calle Salitre, 2",28012,Madrid,España,http://www.facebook.com/bombardinocafe,"['Italiana', 'Mediterránea', 'Europea']","Calle Salitre, 2, 28012, Madrid",40.4101745,-3.6977095,€€ - €€€
96,Sazón-arte,"5,0 ",Calle Menorca 19,28009,Madrid,España,http://www.facebook.com/Saz%C3%B3n-arte-760288414047047,"['Mediterránea', 'Europea', 'Española']","Calle Menorca 19, 28009, Madrid",40.4854916,-3.3430836,€€ - €€€
99,Sublime Dreams Food,"5,0 ",Calle Hernani 38,28020,Madrid,España,http://sublimedreamsfood.es/,"['Americana', 'Fusión']","Calle Hernani 38, 28020, Madrid",40.4481243,-3.7003884,€€ - €€€
102,Vinoteca Moratín,"4,5 ",Moratin 36,28014,Madrid,España,http://www.vinotecamoratin.com/,"['Internacional', 'Mediterránea', 'Europea']","Moratin 36, 28014, Madrid",40.4125279,-3.6954315,€€ - €€€
103,La Pizzateca,"4,5 ",Calle León 35,28014,Madrid,España,http://lapizzateca.com/,"['Italiana', 'Pizza', 'Comida rápida']","Calle León 35, 28014, Madrid",40.4127317,-3.6993075,€
104,Beytna Restaurante,"5,0 ",Calle Moscatelar 18,28043,Madrid,España,http://www.beytnarestaurante.com/,"['Mediterránea', 'De Oriente Medio', 'Árabe']","Calle Moscatelar 18, 28043, Madrid",40.4570015,-3.6484048,€€ - €€€
106,Cebo,"5,0 ","Carrera de San Jeronimo, 34",28014,Madrid,España,http://www.cebomadrid.com/,"['Mediterránea', 'Española', 'Contemporánea']","Carrera de San Jeronimo, 34, 28014, Madrid",40.4164051,-3.6985954,€€€€
107,Sto Globo Sushi Room,"5,0 ",Calle de Santa Teresa 8,28004,Madrid,España,http://stoglobo.es/,"['Japonesa', 'Sushi', 'Asiática']","Calle de Santa Teresa 8, 28004, Madrid",40.4257801,-3.6959139,€€ - €€€
108,Enklima,"4,5 ",Calle Ferraz 36,28008,Madrid,España,http://enklima.com/reservar,"['Mediterránea', 'Europea', 'Española']","Calle Ferraz 36, 28008, Madrid",40.4261012,-3.7171041,€€ - €€€
109,Oven Mozzarella Bar Fuencarral,"4,5 ",C/Fuencarral 74,28004,Madrid,España,http://www.oven.es/,"['Italiana', 'Pizza', 'Mediterránea']","C/Fuencarral 74, 28004, Madrid",40.4253241,-3.7007863,€€ - €€€
110,Maruzzella,"4,5 ","Raimundo Fernandez Villaverde, 28",28003,Madrid,España,http://www.gruppopulcinella.com/restaurantes/maruzzella/,"['Italiana', 'Pizza', 'Napolitana']","Raimundo Fernandez Villaverde, 28, 28003, Madrid",40.4462942,-3.6933335,€€ - €€€
111,Oven Mozzarella Gran Vía 6,"4,5 ",Calle Gran Via 6,28013,Madrid,España,http://www.oven.es/,"['Italiana', 'Pizza', 'Mediterránea']","Calle Gran Via 6, 28013, Madrid",40.473399549999996,-3.8724069415983022,€€ - €€€
112,La Piramide,"4,5 ",Calle Xaudaro 2,28034,Madrid,España,http://www.lapiramiderestaurante.es/,"['Internacional', 'Mediterránea', 'Europea']","Calle Xaudaro 2, 28034, Madrid",40.4894603,-3.6942448,€€ - €€€
114,Rosi La Loca,"4,5 ","Calle Cádiz, 4",28012,Madrid,España,http://www.rosilaloca.com/,"['Internacional', 'Española', 'Contemporánea']","Calle Cádiz, 4, 28012, Madrid",40.5324612,-4.0965302,€€ - €€€
116,El Ponientazo,"4,5 ","Costanilla De Santiago, 2",28013,Madrid,España,http://elponientazo.es/,['Española'],"Costanilla De Santiago, 2, 28013, Madrid",40.4163433,-3.7088972,No hay información del precio
117,Curry y Canela,"5,0 ",Calle Espartinas 7,28001,Madrid,España,No hay link,"['India', 'Asiática', 'Nepalí']","Calle Espartinas 7, 28001, Madrid",40.4243632,-3.6790882,€€ - €€€
118,Davanti Food & Market,"4,5 ",Calle de Augusto Figueroa 41,28004,Madrid,España,http://davantirestaurante.com/,"['Italiana', 'Mediterránea', 'Europea']","Calle de Augusto Figueroa 41, 28004, Madrid",40.4220975,-3.6968794,€€ - €€€
119,The Market Madrid,"4,5 ","C. Clara del Rey, 24",28002,Madrid,España,http://www.themarketmadrid.com/,"['Internacional', 'Mediterránea', 'Europea']","C. Clara del Rey, 24, 28002, Madrid",40.4429927,-3.669342,€€ - €€€
121,Restaurante Solidere Chueca,"4,5 ",Calle de la Libertad 13,28004,Madrid,España,https://restaurantesolidere.com/,[''],"Calle de la Libertad 13, 28004, Madrid",40.420856,-3.6974467,No hay información del precio
123,El Tormo,"5,0 ",Travesia Vistillas 13,28005,Madrid,España,http://www.facebook.com/El-Tormo-Madrid-1690454437852076/?ref=ts&fref=ts,['Española'],"Travesia Vistillas 13, 28005, Madrid",40.4117258,-3.7146334,€€ - €€€
125,Txirimiri Ferraz,"4,5 ",Calle Ferraz 38,28008,Madrid,España,http://www.txirimiri.es/,"['Española', 'Vasca', 'Opciones vegetarianas']","Calle Ferraz 38, 28008, Madrid",40.4262421,-3.7172405,€€ - €€€
126,Cherry Pecas,"4,5 ",Paseo de San Francisco de Sales 17,28003,Madrid,España,http://www.cherrypecas.com/,"['Mexicana', 'Latina', 'Comida rápida']","Paseo de San Francisco de Sales 17, 28003, Madrid",40.4409947,-3.7153521,€
127,Txirimiri Ibiza,"4,5 ",Calle Ibiza 25,28009,Madrid,España,http://www.txirimiri.es/,"['Española', 'Opciones sin gluten']","Calle Ibiza 25, 28009, Madrid",40.4183567,-3.6753488,€€ - €€€
129,Bardero,"5,0 ",Palos De La Frontera 11,28012,Madrid,España,http://bardero.es/,"['Latina', 'Mediterránea', 'Española', 'Contemporánea']","Palos De La Frontera 11, 28012, Madrid",40.4039759,-3.694602,No hay información del precio
130,Bocadillos Oink,"4,5 ",Calle Gran Via 22,28013,Madrid,España,http://bocadillosoink.com/,"['Comida rápida', 'Europea', 'Española']","Calle Gran Via 22, 28013, Madrid",40.47083205,-3.871344282431271,€
132,Don Dimas,"5,0 ",Calle Castelló 1,28001,Madrid,España,No hay link,"['Española', 'Contemporánea']","Calle Castelló 1, 28001, Madrid",40.4275878,-3.6813141,€€ - €€€
134,Mad Mad Vegan,"5,0 ",Calle Pelayo 19,28004,Madrid,España,https://www.facebook.com/MADMADVEGAN/,"['Americana', 'Comida rápida', 'Opciones vegetarianas']","Calle Pelayo 19, 28004, Madrid",40.4227628,-3.6985824,€€ - €€€
136,Levél Veggie Bistro,"4,5 ","Avenida de Menéndez Pelayo, 61",28009,Madrid,España,No hay link,"['Mediterránea', 'Europea', 'Fusión']","Avenida de Menéndez Pelayo, 61, 28009, Madrid",40.4156225,-3.6775696,€€ - €€€
137,Eatmytrip Brunch & Cocktails Madrid,"4,5 ","Calle de la Morería, 11",28005,Madrid,España,No hay link,"['Americana', 'Café', 'Internacional']","Calle de la Morería, 11, 28005, Madrid",40.4130004,-3.7135539,€€ - €€€
138,Ramon Freixa Madrid,"4,5 ",Calle Claudio Coello 67,28001,Madrid,España,http://www.unicohotelmadrid.com/en/restaurant-ramon-freixa-madrid/,"['Mediterránea', 'Europea', 'Española']","Calle Claudio Coello 67, 28001, Madrid",40.5938943,-4.1466444,€€€€
141,Mesón Molinero,"4,5 ",Calle Alhambra 72,28047,Madrid,España,http://www.facebook.com/mesonmolineromadrid,"['Restaurante de carne', 'Mediterránea', 'Española']","Calle Alhambra 72, 28047, Madrid",40.3972995,-3.7441719,€€ - €€€
142,Oliveto,"4,5 ",Calle Santa Isabel 45,28012,Madrid,España,http://olivetomadrid.com/?utm_source=tripadvisor&utm_campaign=Oliveto&utm_medium=tr-activation&utm_term=microsite,"['Italiana', 'Mediterránea', 'Europea']","Calle Santa Isabel 45, 28012, Madrid",40.0316541,-3.5908194,€€ - €€€
144,Kaiten Sushi Madrid,"4,5 ","Calle de San Bernardo, 10",28015,Madrid,España,http://kaitensushimadrid.com/,"['Japonesa', 'Sushi']","Calle de San Bernardo, 10, 28015, Madrid",40.4219833,-3.7077029,No hay información del precio
145,Tacos & Tapas,"4,5 ","Calle Redondilla, 7 Barrio Palacio",28005,Madrid,España,No hay link,"['Mexicana', 'Opciones sin gluten']","Calle Redondilla, 7 Barrio Palacio, 28005, Madrid",40.4125175,-3.7124848,€€ - €€€
146,Gandarío,"4,5 ","Gaztambide, 28",28015,Madrid,España,No hay link,"['Comida rápida', 'Mediterránea', 'Europea']","Gaztambide, 28, 28015, Madrid",40.4345527,-3.7154502,€
147,VINITUS GRAN VÍA MADRID,"4,5 ",Gran Vía 4,28013,Madrid,España,http://www.facebook.com/pages/Vinitus-Madrid/796623720752703,"['Mediterránea', 'Española', 'Saludable']","Gran Vía 4, 28013, Madrid",40.4200513,-3.7020538,€€ - €€€
149,Purnima Indian Restaurant,"4,5 ",Calle Goya 110,28009,Madrid,España,No hay link,"['India', 'Opciones vegetarianas', 'Opciones veganas']","Calle Goya 110, 28009, Madrid",40.3371548,-3.7792269,€€ - €€€
150,Taberna de Paula,"4,5 ",Calle Vallehermoso 74,28015,Madrid,España,No hay link,"['Mediterránea', 'Europea', 'Española']","Calle Vallehermoso 74, 28015, Madrid",40.4376315,-3.7082514,€€ - €€€
151,Burnout,"4,5 ",Calle Valverde 6,28004,Madrid,España,http://www.burnoutburgers.com/,"['Americana', 'Internacional', 'Opciones sin gluten']","Calle Valverde 6, 28004, Madrid",40.4207841,-3.7021303,€€ - €€€
155,Vega Alamo,"4,5 ",Calle del Alamo 3,28015,Madrid,España,http://govega.es/,"['Internacional', 'Contemporánea', 'Fusión']","Calle del Alamo 3, 28015, Madrid",40.4238781,-3.7091298,€€ - €€€
156,Casa Carola,"4,5 ","Calle Padilla, 54",28006,Madrid,España,http://www.casacarola.com/,"['Mediterránea', 'Española', 'Sopas']","Calle Padilla, 54, 28006, Madrid",40.6191274,-4.2760921,€€ - €€€
157,Salmon Guru,"4,5 ",Calle Echegaray No 21,28014,Madrid,España,http://salmonguru.es/en/,['Bar'],"Calle Echegaray No 21, 28014, Madrid",40.4266897,-3.5638453,€€ - €€€
158,Chulapas Cafe,"5,0 ",Calle Socorro 1 Vicálvaro,28032,Madrid,España,https://www.facebook.com/CHULAPAS-Caf%C3%A8-669858533039727/,"['Latina', 'Colombiana', 'Opciones vegetarianas']","Calle Socorro 1 Vicálvaro, 28032, Madrid",40.4014323,-3.6073598,€
159,Sr. Ito,"4,5 ",Calle Pelayo 60,28004,Madrid,España,http://www.srito.es/reserva-srito/,"['Japonesa', 'Sushi', 'Asiática']","Calle Pelayo 60, 28004, Madrid",40.4241013,-3.6974595,€€ - €€€
161,Restaurante Morgana,"4,5 ",Calle de la Libertad 5,28004,Madrid,España,http://www.restaurantemorgana.es/,"['Mediterránea', 'Europea', 'Española']","Calle de la Libertad 5, 28004, Madrid",40.4204587,-3.6974459,€€ - €€€
