_id,nombre,puntuacion,direccion,cp,ciudad,pais,enlace,tipo_cocina,direccion_completa,lat,long,precio
358,PICCOLO DIAVOLO,"4,5 ","Calle Fucar, 11",28014,Madrid,España,No hay link,"['Italiana', 'Pizza', 'Mediterránea']","Calle Fucar, 11, 28014, Madrid",40.4114617,-3.6955698,€€ - €€€
360,Sincio Cocina de mercado,"5,0 ","Calle de Santa Isabel, 5",28012,Madrid,España,http://www.sinciomadrid.com/,"['Mediterránea', 'Española', 'Contemporánea']","Calle de Santa Isabel, 5, 28012, Madrid",40.4117321,-3.6984768,€€ - €€€
362,Ondinas Do Mendo,"4,5 ",Calle Villaamil 4,28039,Madrid,España,http://www.facebook.com/pages/Mes%C3%B3n%20Ondi%C3%B1as%20do%20Mendo/129840530409210/,"['Bar', 'Mediterránea', 'Española']","Calle Villaamil 4, 28039, Madrid",40.32076805,-3.8707366525460136,€
363,Casa González,"4,5 ",Calle del León 12,28014,Madrid,España,http://www.casagonzalez.es/,"['Española', 'Opciones sin gluten']","Calle del León 12, 28014, Madrid",40.4139983,-3.6989107,€€ - €€€
364,Casa Jacinto,"4,5 ",Calle Reloj 20,28013,Madrid,España,http://www.restaurantecasajacinto.com/,"['Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Reloj 20, 28013, Madrid",40.4220011,-3.7116977,€€ - €€€
366,AskuaBarra,"4,5 ",Calle Arlaban 7,28014,Madrid,España,http://askuabarra.com/,"['Mediterránea', 'Europea', 'Española']","Calle Arlaban 7, 28014, Madrid",40.4171266,-3.6988097,€€ - €€€
369,ARQUIBAR,"4,5 ",Travesia Conde Duque 5,28015,Madrid,España,http://www.facebook.com/ArquibarlaFinadeCondeDuque/,"['Mediterránea', 'Española']","Travesia Conde Duque 5, 28015, Madrid",40.4257926,-3.7099074,€€ - €€€
370,Mesón del Champiñón,"4,5 ","Calle Cava de San Miguel, 17",28012,Madrid,España,http://www.mesondelchampinon.com/,"['Bar', 'Europea', 'Española']","Calle Cava de San Miguel, 17, 28012, Madrid",40.4150603,-3.7081931,€€ - €€€
372,KABUKI WELLINGTON SL,"4,5 ","Calle VELAZQUEZ, 6",28001,Madrid,España,http://loteriadonjulian.com/,"['Japonesa', 'Sushi', 'Asiática']","Calle VELAZQUEZ, 6, 28001, Madrid",40.3363102,-3.7798725,€€€€
373,Burnout Burgers,"4,5 ","Calle Fuencarral, 148",28010,Madrid,España,http://www.burnoutburgers.com/,"['Americana', 'Internacional', 'Opciones sin gluten']","Calle Fuencarral, 148, 28010, Madrid",40.4325089,-3.7036904,€€ - €€€
374,Restaurante La Vanduca,"4,5 ",Calle Columela 2,28001,Madrid,España,http://www.lavanduca.es/,"['Mediterránea', 'Europea', 'Española']","Calle Columela 2, 28001, Madrid",40.4210631,-3.6881291,€€ - €€€
378,Arahy,"4,5 ",Calle Alcala 58,28014,Madrid,España,http://www.arahyrestaurante.com/,"['Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Alcala 58, 28014, Madrid",40.4196532,-3.6898222,€€€€
380,De Maria-Calle Felix Boix,"4,5 ",Calle Felix Boix 5,28036,Madrid,España,http://demariarestaurante.es/,"['Restaurante de carne', 'Barbacoa', 'Española']","Calle Felix Boix 5, 28036, Madrid",40.4632619,-3.6865514,€€€€
381,De Maria-Gran Via,"4,5 ","Calle Gran Vía, 72",28013,Madrid,España,http://www.demariarestaurante.es/,"['Barbacoa', 'Española', 'Opciones sin gluten']","Calle Gran Vía, 72, 28013, Madrid",40.47083205,-3.871344282431271,€€ - €€€
384,Healthy Hunters,"4,5 ",Calle de Velázquez 136,28006,Madrid,España,http://www.healthyhunters.es/,"['Mediterránea', 'Saludable', 'Hawaiana']","Calle de Velázquez 136, 28006, Madrid",40.4376155,-3.683084,€€ - €€€
385,Ganz Wine Bar,"4,5 ",Calle Almaden 9,28014,Madrid,España,http://www.ganzwinebar.com/,"['Mediterránea', 'Europea', 'Española']","Calle Almaden 9, 28014, Madrid",40.4112111,-3.6948323,€€ - €€€
386,La Piccola Trattoria,"4,5 ","Calle de la Torrecilla del Leal, 15",28012,Madrid,España,http://piccola-trattoria.negocio.site/,"['Italiana', 'Pizza', 'Mediterránea']","Calle de la Torrecilla del Leal, 15, 28012, Madrid",40.4106286,-3.6993993,€€ - €€€
388,East 47,"4,5 ",Plaza Cortes 10,28014,Madrid,España,No hay link,"['Bar', 'Mediterránea', 'Española']","Plaza Cortes 10, 28014, Madrid",40.4153111,-3.6946992,€€ - €€€
390,Casa Revuelta,"4,5 ",Calle Latoneros 3,28005,Madrid,España,No hay link,['Española'],"Calle Latoneros 3, 28005, Madrid",40.4139218,-3.707839,€
391,L´Artisan Furansu Kitchen,"4,5 ","Calle de Ventura de la Vega, 15",28014,Madrid,España,http://lartisanmadrid.com/,"['Japonesa', 'Sushi', 'Asiática']","Calle de Ventura de la Vega, 15, 28014, Madrid",40.4153141,-3.6988004937943257,€€ - €€€
392,Sacha,"4,5 ",Calle Juan Hurtado de Mendoza 11,28036,Madrid,España,http://www.restaurantesacha.com/,"['Mediterránea', 'Europea', 'Española']","Calle Juan Hurtado de Mendoza 11, 28036, Madrid",40.6087674,-4.0467734,€€€€
394,Mad Cafe,"4,5 ","Calle de la Cava Alta, 13",28005,Madrid,España,http://madrestaurants.com/,['Americana'],"Calle de la Cava Alta, 13, 28005, Madrid",40.4122689,-3.7088555,€€ - €€€
397,Estancia La Adriana,"4,5 ","Calle Correo, 2",28012,Madrid,España,http://www.demariarestaurante.es/,"['Restaurante de carne', 'Europea', 'Argentina']","Calle Correo, 2, 28012, Madrid",40.4163034,-3.7042889,€€ - €€€
398,Kabuki,"4,5 ",Avenida Presidente Carmona 2,28020,Madrid,España,http://www.restaurantekabuki.com/,"['Japonesa', 'Sushi', 'Asiática']","Avenida Presidente Carmona 2, 28020, Madrid",40.4550922,-3.6970397,€€€€
399,La Portuguesa Taberna,"4,5 ","Calle de Martín de los Heros, 36 Arguelles",28008,Madrid,España,http://www.facebook.com/laportuguesa.es,"['Portuguesa', 'Opciones sin gluten']","Calle de Martín de los Heros, 36 Arguelles, 28008, Madrid",40.42635145,-3.7149984577454527,€€ - €€€
400,El pedrusco de Aldealcorvo,"4,5 ",Calle Juan de Austria 27,28010,Madrid,España,http://www.elpedruscorestaurante.es/,"['Restaurante de carne', 'Española']","Calle Juan de Austria 27, 28010, Madrid",40.2768616,-3.5924812,€€ - €€€
401,Taberna Laredo,"4,5 ",Calle Doctor Castelo 30,28009,Madrid,España,https://www.facebook.com/pages/category/Tapas-Bar---Restaurant/Taberna-Laredo-302147143288560/,"['Mediterránea', 'Europea', 'Española']","Calle Doctor Castelo 30, 28009, Madrid",40.1952657,-3.6777154,€€ - €€€
402,Foodtruck,"4,5 ",Calle San Lucas 11,28004,Madrid,España,http://www.facebook.com/dinnerfoodtruck,"['Americana', 'Restaurante de carne', 'Comida rápida']","Calle San Lucas 11, 28004, Madrid",40.3437101,-3.8242024,€€ - €€€
407,El Barril de las Cortes,"4,5 ",Carrera de San Jeronimo 17,28014,Madrid,España,http://www.barrildelascortes.com/,"['Marisco', 'Mediterránea', 'Europea']","Carrera de San Jeronimo 17, 28014, Madrid",40.4166656,-3.6988101,€€ - €€€
408,desengaño13,"4,0 ","Calle del Desengano, 13",28004,Madrid,España,http://www.xn--desengao13-z9a.com/,"['Mediterránea', 'Europea', 'Española']","Calle del Desengano, 13, 28004, Madrid",40.4210185,-3.7043409,€€ - €€€
410,El Mollete,"4,5 ",Calle Bola 4,28013,Madrid,España,http://www.harrysally.es/,"['Mediterránea', 'Europea', 'Española']","Calle Bola 4, 28013, Madrid",40.4198376,-3.7105593,€€ - €€€
411,Hermanos Ordas,"4,5 ",C/ Diego de Leon 63,28006,Madrid,España,http://hermanosordas.es/,['Española'],"C/ Diego de Leon 63, 28006, Madrid",40.5471417,-3.6332563,€€ - €€€
414,Waraku,"5,0 ",Calle de Benito Gutiérrez 4,28008,Madrid,España,No hay link,"['Japonesa', 'Fusión japonesa']","Calle de Benito Gutiérrez 4, 28008, Madrid",40.4322225,-3.7180002,€€ - €€€
415,Ochenta Grados Malasaña,"4,0 ","Calle de Manuela Malasaña, 10",28004,Madrid,España,http://ochentagrados.com/restaurante/malasana,"['Bar', 'Comida rápida', 'Mediterránea']","Calle de Manuela Malasaña, 10, 28004, Madrid",40.4287119,-3.703588,€€ - €€€
417,New York Burger General Yagüe,"4,0 ",Calle General Yague 5,28020,Madrid,España,http://newyorkburger.es/,"['Americana', 'Barbacoa', 'Opciones sin gluten']","Calle General Yague 5, 28020, Madrid",40.3368148,-4.1299456,€€ - €€€
418,Villoldo,"4,5 ","Calle Lagasca, 134",28006,Madrid,España,http://villoldomadrid.com/,"['Mediterránea', 'Europea', 'Española']","Calle Lagasca, 134, 28006, Madrid",40.4366705,-3.6841549,€€ - €€€
422,A vÁnvera,"4,5 ",Calle Zurbano 85,28003,Madrid,España,http://www.avanvera.es/,"['Italiana', 'Mediterránea', 'Europea']","Calle Zurbano 85, 28003, Madrid",40.4397914,-3.6928346,€€ - €€€
423,Chow Chow Madrid,"4,5 ",Avenida de Concha Espina 55,28016,Madrid,España,http://chowchowmadrid.com/,"['Japonesa', 'Latina', 'Sushi']","Avenida de Concha Espina 55, 28016, Madrid",40.4518842,-3.680445,€€€€
425,Restaurante Volvoreta,"4,5 ","Paseo de la Castellana, 259B",28029,Madrid,España,http://www.restaurantevolvoretamadrid.com/,"['Mediterránea', 'Europea', 'Española']","Paseo de la Castellana, 259B, 28029, Madrid",40.47669165,-3.6879610767045454,€€€€
426,Restaurante Viridiana,"4,0 ","Calle Juan de Mena, 14",28014,Madrid,España,http://restauranteviridiana.com/,"['Mediterránea', 'Europea', 'Española']","Calle Juan de Mena, 14, 28014, Madrid",40.4172352,-3.6895976,€€€€
428,La Ideal,"4,5 ",Calle Botoneras 4,28012,Madrid,España,No hay link,"['Bar', 'Comida rápida', 'Mediterránea']","Calle Botoneras 4, 28012, Madrid",40.4149007,-3.7068257,€
430,Parrilla El Gaucho,"4,5 ",Calle Tetuan 34,28013,Madrid,España,http://www.parrillaelgaucho.es/,"['Restaurante de carne', 'Barbacoa', 'Argentina']","Calle Tetuan 34, 28013, Madrid",40.418183,-3.7031236,€€ - €€€
431,Cantina La Traviesa,"4,5 ",10 Calle de Cuchilleros,28005,Madrid,España,http://cantinalatraviesa.com/,"['Mediterránea', 'Europea', 'Española']","10 Calle de Cuchilleros, 28005, Madrid",40.414074,-3.7082222,€€ - €€€
433,Rocacho,"4,5 ",C/ Padre Damian 38,28036,Madrid,España,http://www.rocacho.com/,"['Restaurante de carne', 'Mediterránea', 'Europea']","C/ Padre Damian 38, 28036, Madrid",40.7001245,-3.9691504,€€€€
434,Fathe Pur,"4,0 ",Calle Ibiza 42,28009,Madrid,España,http://fathepur.es/?utm_source=tripadvisor&utm_campaign=FathePurRestauranteHindu&utm_medium=tr-activation&utm_term=microsite,"['India', 'Asiática', 'Opciones vegetarianas']","Calle Ibiza 42, 28009, Madrid",40.5565086,-3.8918339108525077,€€ - €€€
436,O'Pazo,"4,5 ",Calle Reina Mercedes 20,28020,Madrid,España,http://www.opazo.es/,"['Marisco', 'Mediterránea', 'Europea']","Calle Reina Mercedes 20, 28020, Madrid",40.436316,-3.8122696,€€€€
438,Solo De Croquetas,"4,5 ",Calle Echegaray 5,28014,Madrid,España,http://solodecroquetasmadrid.es/,"['Mediterránea', 'Europea', 'Española']","Calle Echegaray 5, 28014, Madrid",40.4159756,-3.6995699,€€ - €€€
439,Vinoteca Vides,"4,5 ",libertad 12,28004,Madrid,España,http://vinotecavides.es/vv,"['Mediterránea', 'Europea', 'Española']","libertad 12, 28004, Madrid",40.4209558,-3.6973069,€€ - €€€
440,Restaurante Luxury,"4,5 ","Calle sandoval,18",28010,Madrid,España,http://www.restauranteluxury.com/,"['China', 'Japonesa', 'Sushi']","Calle sandoval,18, 28010, Madrid",40.4302666,-3.704908,€€ - €€€
442,La Burbujería,"5,0 ","Calle del Barco, 7",28004,Madrid,España,http://module.lafourchette.com/es_ES/module/697339-6f610,"['Mediterránea', 'Española', 'Fusión']","Calle del Barco, 7, 28004, Madrid",40.421296,-3.7029037,No hay información del precio
445,Taberna La Catapa,"4,5 ",Calle Menorca 14,28009,Madrid,España,http://www.facebook.com/Taberna-La-Catapa-179368415443021,"['Mediterránea', 'Europea', 'Española']","Calle Menorca 14, 28009, Madrid",40.4857152,-3.3436242,€€ - €€€
447,Urrechu Velázquez,"4,5 ","Calle de Velázquez, 150",28002,Madrid,España,http://www.urrechuvelazquez.com/,"['Mediterránea', 'Europea', 'Española']","Calle de Velázquez, 150, 28002, Madrid",40.4430984,-3.6823178,€€€€
448,Entre Suspiro y Suspiro,"4,0 ",Calle Canos del Peral 3,28013,Madrid,España,http://entresuspiroysuspiro.com/,"['Mexicana', 'Latina', 'Opciones vegetarianas']","Calle Canos del Peral 3, 28013, Madrid",40.4186369,-3.7090308,€€ - €€€
453,Gustos Madrid Plaza Mayor,"4,5 ",Plaza Mayor 8,28005,Madrid,España,http://www.gustos.es/,"['Mediterránea', 'Europea', 'Española']","Plaza Mayor 8, 28005, Madrid",40.4150007,-3.7078127,€€ - €€€
455,MACERA,"4,5 ","Calle San Mateo, 21",28004,Madrid,España,http://www.maceradrinks.com/,['Pub'],"Calle San Mateo, 21, 28004, Madrid",40.402188,-3.9994854,€€ - €€€
456,Matador,"4,5 ",Calle de la Cruz 39,28012,Madrid,España,No hay link,"['Bar', 'Mediterránea', 'Española']","Calle de la Cruz 39, 28012, Madrid",40.4145746,-3.7029709,€
457,Saddle Madrid,"4,5 ",Calle de Amador de los Rios 6,28010,Madrid,España,http://www.saddle-madrid.com/,"['Mediterránea', 'Española']","Calle de Amador de los Rios 6, 28010, Madrid",40.4267865,-3.6913877,€€€€
462,Casa San Juan,"5,0 ",Calle De Las Huertas 10,28012,Madrid,España,No hay link,['Española'],"Calle De Las Huertas 10, 28012, Madrid",40.413904450000004,-3.700808270944668,€€ - €€€
463,Le Coq Atocha,"4,5 ",Calle Atocha 43,28012,Madrid,España,http://lcq.es/,"['Francesa', 'Mexicana', 'Americana']","Calle Atocha 43, 28012, Madrid",40.4134307,-3.7010733,€€ - €€€
464,Aloha Poké Goya,"5,0 ",Avenida de Felipe II No 8,28009,Madrid,España,http://www.alohapoke.es/,"['Comida rápida', 'Internacional', 'Asiática']","Avenida de Felipe II No 8, 28009, Madrid",40.3234121,-3.8524474,€€ - €€€
466,Jota Batela,"4,5 ",Calle Silva 23,28004,Madrid,España,http://www.jotabatela.com/,"['Mediterránea', 'Española', 'Vasca']","Calle Silva 23, 28004, Madrid",40.4217055,-3.7059064,€€ - €€€
467,CHILA,"5,0 ",Calle Silva 2,28013,Madrid,España,http://www.chilachila.com/,"['China', 'Café', 'Asiática']","Calle Silva 2, 28013, Madrid",40.4203785,-3.7080769,€€ - €€€
468,Palacio de Anglona,"4,5 ",Calle Segovia 13,28005,Madrid,España,http://www.palaciodeanglona.com/,"['Mediterránea', 'Europea', 'Española']","Calle Segovia 13, 28005, Madrid",40.4848152,-3.3518353,€€ - €€€
469,Trattoria La Tavernetta,"4,5 ",Calle Orellana 17,28004,Madrid,España,https://trattorialatavernetta.es/,"['Italiana', 'Mediterránea', 'Europea']","Calle Orellana 17, 28004, Madrid",40.4772663,-3.3837207,€€ - €€€
474,Restaurante Korea,"4,0 ",Calle Cristobal Bordiu 59,28003,Madrid,España,http://www.facebook.com/pages/Korea-Restaurante-Coreano/164563306919167,"['Coreana', 'Opciones vegetarianas', 'Opciones veganas']","Calle Cristobal Bordiu 59, 28003, Madrid",40.4429598,-3.695652,€€ - €€€
475,Los Espetinhos,"4,5 ",Calle San Bernardo 85,28015,Madrid,España,http://www.facebook.com/losespetinhos/,"['Restaurante de carne', 'Brasileña', 'Barbacoa']","Calle San Bernardo 85, 28015, Madrid",40.4829687,-3.3693968,€€ - €€€
476,Il Boccone,"4,5 ",Calle de Juan de Mariana 4,28045,Madrid,España,http://www.boccone.es/,"['Italiana', 'Mediterránea', 'Opciones vegetarianas']","Calle de Juan de Mariana 4, 28045, Madrid",40.3989517,-3.6869451,€€ - €€€
479,Venta El Buscon,"4,0 ",Calle Victoria 5,28012,Madrid,España,http://www.ventaelbuscon.com/,"['Bar', 'Mediterránea', 'Española']","Calle Victoria 5, 28012, Madrid",40.4800661,-3.369931,€€ - €€€
480,Restaurante Jumbo,"5,0 ","Calle de Gonzalo de Céspedes, 20",28042,Madrid,España,No hay link,"['Peruana', 'Mediterránea', 'Española']","Calle de Gonzalo de Céspedes, 20, 28042, Madrid",40.4716099,-3.5807712,€
481,Pez Tortilla,"4,5 ","Calle del Pez, 36",28004,Madrid,España,http://www.peztortilla.com/,"['Pub con cerveza artesanal', 'Bar', 'Mediterránea']","Calle del Pez, 36, 28004, Madrid",40.4243287,-3.7065782,€
482,Gangarabia,"5,0 ",Paseo de San Millan de La Cogolla 14 Las Tablas,28050,Madrid,España,http://gangarabia.com/restaurante-gangarabia-reservas,"['Restaurante de carne', 'Marisco', 'Mediterránea']","Paseo de San Millan de La Cogolla 14 Las Tablas, 28050, Madrid",40.502348,-3.6672563,€€ - €€€
485,La Fragua de Vulcano,"4,0 ",Calle de Álvarez Gato 9,28012,Madrid,España,http://www.instagram.com/lafraguadevulcanomadrid/,"['Bar', 'Mediterránea', 'Barbacoa']","Calle de Álvarez Gato 9, 28012, Madrid",40.4151263,-3.7014088,€
486,Casa Paco,"4,5 ",Calle Altamirano 38,28008,Madrid,España,http://www.barcasapaco.es/,"['Mediterránea', 'Europea', 'Española']","Calle Altamirano 38, 28008, Madrid",40.4304399,-3.7202376,€
487,Baco y Beto,"4,5 ",Pelayo 24 Chueca,28004,Madrid,España,http://baco-beto.com/,"['Caribeña', 'Mediterránea', 'Española']","Pelayo 24 Chueca, 28004, Madrid",40.4227197,-3.6984803,€€ - €€€
490,Etnico Madrid,"4,5 ",Calle Echegaray 10,28014,Madrid,España,http://www.facebook.com/etnicomadrid/,"['Latina', 'Bar', 'Pub']","Calle Echegaray 10, 28014, Madrid",40.3292898,-3.8616890379413,€€ - €€€
492,Benares Madrid,"4,0 ",Calle Zurbano nº5,28010,Madrid,España,http://www.benaresmadrid.com/,"['India', 'Opciones vegetarianas', 'Opciones veganas']","Calle Zurbano nº5, 28010, Madrid",40.4328678,-3.693329,€€€€
493,Restaurante La Primera,"4,5 ",Calle Gran Via 1,28013,Madrid,España,http://restaurantelaprimera.com/,"['Española', 'Opciones vegetarianas', 'Opciones veganas']","Calle Gran Via 1, 28013, Madrid",40.4738384,-3.8720366,€€ - €€€
495,Fatigas del Querer,"4,0 ",Calle de la Cruz 17,28012,Madrid,España,https://www.facebook.com/pages/Fatigas-del-Querer/129961420399189,"['Española', 'Opciones vegetarianas', 'Opciones sin gluten']","Calle de la Cruz 17, 28012, Madrid",40.4155568,-3.7016675,€€ - €€€
496,Honest Greens Hortaleza,"4,0 ",100 calle Hortaleza,28004,Madrid,España,http://www.honestgreens.com/,"['Mediterránea', 'Europea', 'Saludable']","100 calle Hortaleza, 28004, Madrid",40.4247985,-3.6978595,€€ - €€€
497,Restaurante Puerto Rico,"4,0 ",Calle Chinchilla 2,28013,Madrid,España,http://www.facebook.com/pages/Restaurante-Puerto-Rico/167288986642955,"['Mediterránea', 'Española', 'Opciones vegetarianas']","Calle Chinchilla 2, 28013, Madrid",40.4193117,-3.7039701,€
498,Mad Grill,"4,0 ",Calle Campoamor 13,28004,Madrid,España,http://www.madrestaurants.com/,"['Americana', 'Barbacoa', 'Asador']","Calle Campoamor 13, 28004, Madrid",40.206949,-3.5742136,€€ - €€€
499,La Pescadería (Ballesta),"4,0 ",Calle Ballesta 32,28004,Madrid,España,http://lamuccacompany.com/la-pescaderia,"['Mediterránea', 'Europea', 'Española']","Calle Ballesta 32, 28004, Madrid",40.4228535,-3.7030917,€€ - €€€
501,Taberna Malaspina,"4,5 ",Calle Cadiz 9,28012,Madrid,España,http://www.facebook.com/Taberna-Malaspina-Madrid-338704939500038/,"['Bar', 'Mediterránea', 'Española']","Calle Cadiz 9, 28012, Madrid",40.4158311,-3.7025533,€
502,Taberna la Descubierta,"4,0 ",Calle Barcelona 12,28012,Madrid,España,http://es-es.facebook.com/Taberna-La-Descubierta-Madrid-152188678235787,"['Bar', 'Mediterránea', 'Española']","Calle Barcelona 12, 28012, Madrid",40.3243312,-3.8582997274142534,€
503,Arallo Taberna Madrid,"4,0 ",Calle Reina 31,28004,Madrid,España,No hay link,"['Mediterránea', 'Europea', 'Española']","Calle Reina 31, 28004, Madrid",40.4199368,-3.6985941,€€ - €€€
504,Taberna Alhambra,"4,0 ",Calle Victoria 9,28012,Madrid,España,http://www.facebook.com/pages/Taberna%20La%20Alhambra/147263902001137/,"['Café', 'Marisco', 'Mediterránea']","Calle Victoria 9, 28012, Madrid",40.4800661,-3.369931,€€ - €€€
505,Umiko,"4,0 ","Calle Los Madrazo, 18",28014,Madrid,España,http://www.umiko.es/,"['Japonesa', 'Sushi', 'Asiática']","Calle Los Madrazo, 18, 28014, Madrid",40.4176566,-3.6955775,€€ - €€€
506,Pantin Grill,"4,5 ",Calle Echegaray 10,28014,Madrid,España,http://www.pantingrill.com/,['Americana'],"Calle Echegaray 10, 28014, Madrid",40.3292898,-3.8616890379413,€€ - €€€
507,Guasa Madrid,"5,0 ",Calle de San Lorenzo 9,28004,Madrid,España,http://www.guasagroup.com/guasa-madrid/,"['Americana', 'Fusión', 'Saludable']","Calle de San Lorenzo 9, 28004, Madrid",40.4251672,-3.6989903,€€ - €€€
508,DeAtún Ponzano,"4,0 ",Calle Ponzano 59,28003,Madrid,España,http://deatun.com/,"['Mediterránea', 'Española', 'Opciones sin gluten']","Calle Ponzano 59, 28003, Madrid",40.442286,-3.6990273,€€ - €€€
510,La mano de Pablo -Comida uruguaya,"4,0 ",Calle Fromista 14 Las Tablas,28050,Madrid,España,http://www.lamanodepablo.com/,"['Restaurante de carne', 'Latina', 'Sudamericana']","Calle Fromista 14 Las Tablas, 28050, Madrid",40.5089519,-3.6781516,€€ - €€€
511,The Stuyck Co.,"4,5 ",Corredera Alta de San Pablo 33,28004,Madrid,España,http://www.thestuyckco.com/,"['Bar', 'Pub']","Corredera Alta de San Pablo 33, 28004, Madrid",40.4264993,-3.7017623,€€ - €€€
513,La Entretenida,"4,0 ","C/ Cervantes, 16",28014,Madrid,España,http://laentretenida.com/,"['Española', 'Opciones vegetarianas', 'Opciones veganas']","C/ Cervantes, 16, 28014, Madrid",40.4141541,-3.6977511,€€ - €€€
514,Punto Vegano,"4,5 ","Calle Luisa Fernanda, 27",28008,Madrid,España,https://www.instagram.com/puntovegano/?fbclid=IwAR3RBITiE3e7C2xAhZiTqlb2KgIBbvCxTo0i4_DFPZvsuwJVY1KRjIENnm0,"['Mediterránea', 'Fusión', 'Vietnamita']","Calle Luisa Fernanda, 27, 28008, Madrid",40.4248651,-3.7157166,€€ - €€€
515,Anauco,"4,0 ",Calle de la Reina 25,28004,Madrid,España,http://anaucomadridmadrid.com/?utm_source=tripadvisor&utm_campaign=anaucomadridmadrid&utm_medium=tr-activation&utm_term=microsite,"['Americana', 'Comida rápida', 'Opciones vegetarianas']","Calle de la Reina 25, 28004, Madrid",40.4200819,-3.6991532,€€ - €€€
516,New York Burger Recoletos,"4,0 ","Calle de Recoletos, 4",28001,Madrid,España,http://newyorkburger.es/,"['Americana', 'Barbacoa', 'Opciones sin gluten']","Calle de Recoletos, 4, 28001, Madrid",40.4221408,-3.6908645,€€ - €€€
518,Casa Mortero,"4,5 ",Calle Zorrilla 9,28014,Madrid,España,http://www.casamortero.com/,"['Mediterránea', 'Europea', 'Española']","Calle Zorrilla 9, 28014, Madrid",40.4165605,-3.6985126,€€ - €€€
519,LA COLONIAL DE HUERTAS,"4,0 ","HUERTAS, 66",28014,Madrid,España,http://www.lacolonialdehuertas.com/,"['Caribeña', 'Latina', 'Cubana']","HUERTAS, 66, 28014, Madrid",40.4130232,-3.6959252,€€ - €€€
520,Musashi,"4,0 ",Calle Conchas 4,28013,Madrid,España,http://www.musashimadrid.es/,"['Japonesa', 'Sushi', 'Asiática']","Calle Conchas 4, 28013, Madrid",40.4189929,-3.7077919,€€ - €€€
521,Burmet,"4,5 ",Calle de Luis Vives 9,28002,Madrid,España,No hay link,"['Mexicana', 'Americana', 'Restaurante de carne']","Calle de Luis Vives 9, 28002, Madrid",40.4444674,-3.6757436,€€ - €€€
524,La Raquetista,"4,5 ",Calle Doctor Castelo 19,28009,Madrid,España,http://www.laraquetista.com/,"['Española', 'Opciones vegetarianas', 'Opciones sin gluten']","Calle Doctor Castelo 19, 28009, Madrid",40.1952657,-3.6777154,€€ - €€€
525,Casa Hortensia Restaurante & Sidrería,"4,0 ","Calle de la Farmacia, 2",28004,Madrid,España,No hay link,"['Europea', 'Española', 'Opciones sin gluten']","Calle de la Farmacia, 2, 28004, Madrid",40.4238714,-3.70043,€€ - €€€
527,La Bien Aparecida,"4,0 ",Calle Jorge Juan 8,28001,Madrid,España,No hay link,"['Mediterránea', 'Europea', 'Española']","Calle Jorge Juan 8, 28001, Madrid",40.5417321,-3.6258958,€€€€
528,Casa Alberto,"4,0 ","Calle de las Huertas, 18",28012,Madrid,España,No hay link,"['Bar', 'Mediterránea', 'Europea']","Calle de las Huertas, 18, 28012, Madrid",40.4138199,-3.7001224,€€ - €€€
529,Sahuaro,"4,5 ",Plaza Cascorro 2,28005,Madrid,España,No hay link,"['Mexicana', 'Latina', 'Centroamericana']","Plaza Cascorro 2, 28005, Madrid",40.4109829,-3.70735,€€ - €€€
531,Diurno Restaurante & Bar,"4,0 ","Calle de San Marcos, 37",28004,Madrid,España,http://www.diurno.com/,"['Internacional', 'Mediterránea', 'Europea']","Calle de San Marcos, 37, 28004, Madrid",40.421242,-3.697297,€€ - €€€
532,Jauja Café,"4,5 ",Calle Encomienda 22,28012,Madrid,España,No hay link,"['Mediterránea', 'Europea', 'Española']","Calle Encomienda 22, 28012, Madrid",40.410586,-3.7062889,€€ - €€€
533,Teckel Madrid,"4,0 ",Avenida Concha Espina 55,28016,Madrid,España,http://www.facebook.com/Teckel-Madrid-1505044629815804/,"['Mediterránea', 'Europea', 'Española']","Avenida Concha Espina 55, 28016, Madrid",40.5902963,-4.1569433,€€ - €€€
534,Superchulo,"4,0 ",Calle Manuela Malasaña,28004,Madrid,España,http://www.superchulomadrid.com/,"['Mediterránea', 'Europea', 'Saludable']","Calle Manuela Malasaña, 28004, Madrid",40.3217556,-3.7119874,€€ - €€€
536,Massart Pizza - Moncloa,"4,0 ","C. de Isaac Peral, 2",28015,Madrid,España,http://massart.pizza/,"['Italiana', 'Pizza', 'Opciones vegetarianas']","C. de Isaac Peral, 2, 28015, Madrid",40.4348713,-3.7182368,€€ - €€€
537,Yugo the Bunker,"4,5 ",Calle San Blas 4,28014,Madrid,España,http://www.yugothebunker.com/,"['Japonesa', 'Sushi', 'Asiática']","Calle San Blas 4, 28014, Madrid",40.6451333,-3.991037707666667,€€€€
541,Atlantik Corner,"4,0 ",Calle Pedro Muguruza 5 Chamartin,28036,Madrid,España,http://atlantikcorner.com/,"['Fusión', 'Opciones vegetarianas', 'Opciones sin gluten']","Calle Pedro Muguruza 5 Chamartin, 28036, Madrid",40.4625375,-3.68594,€€ - €€€
542,Goiko - General Peron 16,"4,0 ",Avenida Del General Peron 16,28020,Madrid,España,http://www.goiko.com/restaurante/general-peron-16/,['Americana'],"Avenida Del General Peron 16, 28020, Madrid",40.4522468,-3.6969215,€€ - €€€
